HBMP,[M-H]-,[M-FA3-H]-,[FA3+C3H6O4P-H]-,[FA2-H]-,[FA3-H]-,[FA1-H]-
HBMP(20:1_20:5_22:1)-H,1141.842,803.5233,473.3043,301.2173,337.3112,309.2799
HBMP(20:1_20:5_22:2)-H,1139.826,803.5233,471.2887,301.2173,335.2956,309.2799
HBMP(20:1_20:5_22:3)-H,1137.81,803.5233,469.273,301.2173,333.2799,309.2799
HBMP(20:1_20:5_22:4)-H,1135.795,803.5233,467.2574,301.2173,331.2643,309.2799
HBMP(20:1_20:5_22:5)-H,1133.779,803.5233,465.2417,301.2173,329.2486,309.2799
HBMP(20:1_20:5_22:6)-H,1131.763,803.5233,463.2261,301.2173,327.233,309.2799
HBMP(20:1_22:0_12:0)-H,1041.81,841.6328,335.1635,339.3269,199.1704,309.2799
HBMP(20:1_22:0_14:0)-H,1069.842,841.6328,363.1948,339.3269,227.2017,309.2799
HBMP(20:1_22:0_14:1)-H,1067.826,841.6328,361.1791,339.3269,225.186,309.2799
HBMP(20:1_22:0_16:0)-H,1097.873,841.6328,391.2261,339.3269,255.233,309.2799
HBMP(20:1_22:0_16:1)-H,1095.857,841.6328,389.2104,339.3269,253.2173,309.2799
HBMP(20:1_22:0_16:2)-H,1093.842,841.6328,387.1948,339.3269,251.2017,309.2799
HBMP(20:1_22:0_16:3)-H,1091.826,841.6328,385.1791,339.3269,249.186,309.2799
HBMP(20:1_22:0_16:4)-H,1089.81,841.6328,383.1635,339.3269,247.1704,309.2799
HBMP(20:1_22:0_18:0)-H,1125.904,841.6328,419.2574,339.3269,283.2643,309.2799
HBMP(20:1_22:0_18:1)-H,1123.889,841.6328,417.2417,339.3269,281.2486,309.2799
HBMP(20:1_22:0_18:2)-H,1121.873,841.6328,415.2261,339.3269,279.233,309.2799
HBMP(20:1_22:0_18:3)-H,1119.857,841.6328,413.2104,339.3269,277.2173,309.2799
HBMP(20:1_22:0_18:4)-H,1117.842,841.6328,411.1948,339.3269,275.2017,309.2799
HBMP(20:1_22:0_18:5)-H,1115.826,841.6328,409.1791,339.3269,273.186,309.2799
HBMP(20:1_22:0_20:0)-H,1153.936,841.6328,447.2887,339.3269,311.2956,309.2799
HBMP(20:1_22:0_20:1)-H,1151.92,841.6328,445.273,339.3269,309.2799,309.2799
HBMP(20:1_22:0_20:2)-H,1149.904,841.6328,443.2574,339.3269,307.2643,309.2799
HBMP(20:1_22:0_20:3)-H,1147.889,841.6328,441.2417,339.3269,305.2486,309.2799
HBMP(20:1_22:0_20:4)-H,1145.873,841.6328,439.2261,339.3269,303.233,309.2799
HBMP(20:1_22:0_20:5)-H,1143.857,841.6328,437.2104,339.3269,301.2173,309.2799
HBMP(20:1_22:0_22:0)-H,1181.967,841.6328,475.3199,339.3269,339.3269,309.2799
HBMP(20:1_22:0_22:1)-H,1179.951,841.6328,473.3043,339.3269,337.3112,309.2799
HBMP(20:1_22:0_22:2)-H,1177.936,841.6328,471.2887,339.3269,335.2956,309.2799
HBMP(20:1_22:0_22:3)-H,1175.92,841.6328,469.273,339.3269,333.2799,309.2799
HBMP(20:1_22:0_22:4)-H,1173.904,841.6328,467.2574,339.3269,331.2643,309.2799
HBMP(20:1_22:0_22:5)-H,1171.889,841.6328,465.2417,339.3269,329.2486,309.2799
HBMP(20:1_22:0_22:6)-H,1169.873,841.6328,463.2261,339.3269,327.233,309.2799
HBMP(20:1_22:1_12:0)-H,1039.795,839.6171,335.1635,337.3112,199.1704,309.2799
HBMP(20:1_22:1_14:0)-H,1067.826,839.6171,363.1948,337.3112,227.2017,309.2799
HBMP(20:1_22:1_14:1)-H,1065.81,839.6171,361.1791,337.3112,225.186,309.2799
HBMP(20:1_22:1_16:0)-H,1095.857,839.6171,391.2261,337.3112,255.233,309.2799
HBMP(20:1_22:1_16:1)-H,1093.842,839.6171,389.2104,337.3112,253.2173,309.2799
HBMP(20:1_22:1_16:2)-H,1091.826,839.6171,387.1948,337.3112,251.2017,309.2799
HBMP(20:1_22:1_16:3)-H,1089.81,839.6171,385.1791,337.3112,249.186,309.2799
HBMP(20:1_22:1_16:4)-H,1087.795,839.6171,383.1635,337.3112,247.1704,309.2799
HBMP(20:1_22:1_18:0)-H,1123.889,839.6171,419.2574,337.3112,283.2643,309.2799
HBMP(20:1_22:1_18:1)-H,1121.873,839.6171,417.2417,337.3112,281.2486,309.2799
HBMP(20:1_22:1_18:2)-H,1119.857,839.6171,415.2261,337.3112,279.233,309.2799
HBMP(20:1_22:1_18:3)-H,1117.842,839.6171,413.2104,337.3112,277.2173,309.2799
HBMP(20:1_22:1_18:4)-H,1115.826,839.6171,411.1948,337.3112,275.2017,309.2799
HBMP(20:1_22:1_18:5)-H,1113.81,839.6171,409.1791,337.3112,273.186,309.2799
HBMP(20:1_22:1_20:0)-H,1151.92,839.6171,447.2887,337.3112,311.2956,309.2799
HBMP(20:1_22:1_20:1)-H,1149.904,839.6171,445.273,337.3112,309.2799,309.2799
HBMP(20:1_22:1_20:2)-H,1147.889,839.6171,443.2574,337.3112,307.2643,309.2799
HBMP(20:1_22:1_20:3)-H,1145.873,839.6171,441.2417,337.3112,305.2486,309.2799
HBMP(20:1_22:1_20:4)-H,1143.857,839.6171,439.2261,337.3112,303.233,309.2799
HBMP(20:1_22:1_20:5)-H,1141.842,839.6171,437.2104,337.3112,301.2173,309.2799
HBMP(20:1_22:1_22:0)-H,1179.951,839.6171,475.3199,337.3112,339.3269,309.2799
HBMP(20:1_22:1_22:1)-H,1177.936,839.6171,473.3043,337.3112,337.3112,309.2799
HBMP(20:1_22:1_22:2)-H,1175.92,839.6171,471.2887,337.3112,335.2956,309.2799
HBMP(20:1_22:1_22:3)-H,1173.904,839.6171,469.273,337.3112,333.2799,309.2799
HBMP(20:1_22:1_22:4)-H,1171.889,839.6171,467.2574,337.3112,331.2643,309.2799
HBMP(20:1_22:1_22:5)-H,1169.873,839.6171,465.2417,337.3112,329.2486,309.2799
HBMP(20:1_22:1_22:6)-H,1167.857,839.6171,463.2261,337.3112,327.233,309.2799
HBMP(20:1_22:2_12:0)-H,1037.779,837.6015,335.1635,335.2956,199.1704,309.2799
HBMP(20:1_22:2_14:0)-H,1065.81,837.6015,363.1948,335.2956,227.2017,309.2799
HBMP(20:1_22:2_14:1)-H,1063.795,837.6015,361.1791,335.2956,225.186,309.2799
HBMP(20:1_22:2_16:0)-H,1093.842,837.6015,391.2261,335.2956,255.233,309.2799
HBMP(20:1_22:2_16:1)-H,1091.826,837.6015,389.2104,335.2956,253.2173,309.2799
HBMP(20:1_22:2_16:2)-H,1089.81,837.6015,387.1948,335.2956,251.2017,309.2799
HBMP(20:1_22:2_16:3)-H,1087.795,837.6015,385.1791,335.2956,249.186,309.2799
HBMP(20:1_22:2_16:4)-H,1085.779,837.6015,383.1635,335.2956,247.1704,309.2799
HBMP(20:1_22:2_18:0)-H,1121.873,837.6015,419.2574,335.2956,283.2643,309.2799
HBMP(20:1_22:2_18:1)-H,1119.857,837.6015,417.2417,335.2956,281.2486,309.2799
HBMP(20:1_22:2_18:2)-H,1117.842,837.6015,415.2261,335.2956,279.233,309.2799
HBMP(20:1_22:2_18:3)-H,1115.826,837.6015,413.2104,335.2956,277.2173,309.2799
HBMP(20:1_22:2_18:4)-H,1113.81,837.6015,411.1948,335.2956,275.2017,309.2799
HBMP(20:1_22:2_18:5)-H,1111.795,837.6015,409.1791,335.2956,273.186,309.2799
HBMP(20:1_22:2_20:0)-H,1149.904,837.6015,447.2887,335.2956,311.2956,309.2799
HBMP(20:1_22:2_20:1)-H,1147.889,837.6015,445.273,335.2956,309.2799,309.2799
HBMP(20:1_22:2_20:2)-H,1145.873,837.6015,443.2574,335.2956,307.2643,309.2799
HBMP(20:1_22:2_20:3)-H,1143.857,837.6015,441.2417,335.2956,305.2486,309.2799
HBMP(20:1_22:2_20:4)-H,1141.842,837.6015,439.2261,335.2956,303.233,309.2799
HBMP(20:1_22:2_20:5)-H,1139.826,837.6015,437.2104,335.2956,301.2173,309.2799
HBMP(20:1_22:2_22:0)-H,1177.936,837.6015,475.3199,335.2956,339.3269,309.2799
HBMP(20:1_22:2_22:1)-H,1175.92,837.6015,473.3043,335.2956,337.3112,309.2799
HBMP(20:1_22:2_22:2)-H,1173.904,837.6015,471.2887,335.2956,335.2956,309.2799
HBMP(20:1_22:2_22:3)-H,1171.889,837.6015,469.273,335.2956,333.2799,309.2799
HBMP(20:1_22:2_22:4)-H,1169.873,837.6015,467.2574,335.2956,331.2643,309.2799
HBMP(20:1_22:2_22:5)-H,1167.857,837.6015,465.2417,335.2956,329.2486,309.2799
HBMP(20:1_22:2_22:6)-H,1165.842,837.6015,463.2261,335.2956,327.233,309.2799
HBMP(20:1_22:3_12:0)-H,1035.763,835.5858,335.1635,333.2799,199.1704,309.2799
HBMP(20:1_22:3_14:0)-H,1063.795,835.5858,363.1948,333.2799,227.2017,309.2799
HBMP(20:1_22:3_14:1)-H,1061.779,835.5858,361.1791,333.2799,225.186,309.2799
HBMP(20:1_22:3_16:0)-H,1091.826,835.5858,391.2261,333.2799,255.233,309.2799
HBMP(20:1_22:3_16:1)-H,1089.81,835.5858,389.2104,333.2799,253.2173,309.2799
HBMP(20:1_22:3_16:2)-H,1087.795,835.5858,387.1948,333.2799,251.2017,309.2799
HBMP(20:1_22:3_16:3)-H,1085.779,835.5858,385.1791,333.2799,249.186,309.2799
HBMP(20:1_22:3_16:4)-H,1083.763,835.5858,383.1635,333.2799,247.1704,309.2799
HBMP(20:1_22:3_18:0)-H,1119.857,835.5858,419.2574,333.2799,283.2643,309.2799
HBMP(20:1_22:3_18:1)-H,1117.842,835.5858,417.2417,333.2799,281.2486,309.2799
HBMP(20:1_22:3_18:2)-H,1115.826,835.5858,415.2261,333.2799,279.233,309.2799
HBMP(20:1_22:3_18:3)-H,1113.81,835.5858,413.2104,333.2799,277.2173,309.2799
HBMP(20:1_22:3_18:4)-H,1111.795,835.5858,411.1948,333.2799,275.2017,309.2799
HBMP(20:1_22:3_18:5)-H,1109.779,835.5858,409.1791,333.2799,273.186,309.2799
HBMP(20:1_22:3_20:0)-H,1147.889,835.5858,447.2887,333.2799,311.2956,309.2799
HBMP(20:1_22:3_20:1)-H,1145.873,835.5858,445.273,333.2799,309.2799,309.2799
HBMP(20:1_22:3_20:2)-H,1143.857,835.5858,443.2574,333.2799,307.2643,309.2799
HBMP(20:1_22:3_20:3)-H,1141.842,835.5858,441.2417,333.2799,305.2486,309.2799
HBMP(20:1_22:3_20:4)-H,1139.826,835.5858,439.2261,333.2799,303.233,309.2799
HBMP(20:1_22:3_20:5)-H,1137.81,835.5858,437.2104,333.2799,301.2173,309.2799
HBMP(20:1_22:3_22:0)-H,1175.92,835.5858,475.3199,333.2799,339.3269,309.2799
HBMP(20:1_22:3_22:1)-H,1173.904,835.5858,473.3043,333.2799,337.3112,309.2799
HBMP(20:1_22:3_22:2)-H,1171.889,835.5858,471.2887,333.2799,335.2956,309.2799
HBMP(20:1_22:3_22:3)-H,1169.873,835.5858,469.273,333.2799,333.2799,309.2799
HBMP(20:1_22:3_22:4)-H,1167.857,835.5858,467.2574,333.2799,331.2643,309.2799
HBMP(20:1_22:3_22:5)-H,1165.842,835.5858,465.2417,333.2799,329.2486,309.2799
HBMP(20:1_22:3_22:6)-H,1163.826,835.5858,463.2261,333.2799,327.233,309.2799
HBMP(20:1_22:4_12:0)-H,1033.748,833.5702,335.1635,331.2643,199.1704,309.2799
HBMP(20:1_22:4_14:0)-H,1061.779,833.5702,363.1948,331.2643,227.2017,309.2799
HBMP(20:1_22:4_14:1)-H,1059.763,833.5702,361.1791,331.2643,225.186,309.2799
HBMP(20:1_22:4_16:0)-H,1089.81,833.5702,391.2261,331.2643,255.233,309.2799
HBMP(20:1_22:4_16:1)-H,1087.795,833.5702,389.2104,331.2643,253.2173,309.2799
HBMP(20:1_22:4_16:2)-H,1085.779,833.5702,387.1948,331.2643,251.2017,309.2799
HBMP(20:1_22:4_16:3)-H,1083.763,833.5702,385.1791,331.2643,249.186,309.2799
HBMP(20:1_22:4_16:4)-H,1081.748,833.5702,383.1635,331.2643,247.1704,309.2799
HBMP(20:1_22:4_18:0)-H,1117.842,833.5702,419.2574,331.2643,283.2643,309.2799
HBMP(20:1_22:4_18:1)-H,1115.826,833.5702,417.2417,331.2643,281.2486,309.2799
HBMP(20:1_22:4_18:2)-H,1113.81,833.5702,415.2261,331.2643,279.233,309.2799
HBMP(20:1_22:4_18:3)-H,1111.795,833.5702,413.2104,331.2643,277.2173,309.2799
HBMP(20:1_22:4_18:4)-H,1109.779,833.5702,411.1948,331.2643,275.2017,309.2799
HBMP(20:1_22:4_18:5)-H,1107.763,833.5702,409.1791,331.2643,273.186,309.2799
HBMP(20:1_22:4_20:0)-H,1145.873,833.5702,447.2887,331.2643,311.2956,309.2799
HBMP(20:1_22:4_20:1)-H,1143.857,833.5702,445.273,331.2643,309.2799,309.2799
HBMP(20:1_22:4_20:2)-H,1141.842,833.5702,443.2574,331.2643,307.2643,309.2799
HBMP(20:1_22:4_20:3)-H,1139.826,833.5702,441.2417,331.2643,305.2486,309.2799
HBMP(20:1_22:4_20:4)-H,1137.81,833.5702,439.2261,331.2643,303.233,309.2799
HBMP(20:1_22:4_20:5)-H,1135.795,833.5702,437.2104,331.2643,301.2173,309.2799
HBMP(20:1_22:4_22:0)-H,1173.904,833.5702,475.3199,331.2643,339.3269,309.2799
HBMP(20:1_22:4_22:1)-H,1171.889,833.5702,473.3043,331.2643,337.3112,309.2799
HBMP(20:1_22:4_22:2)-H,1169.873,833.5702,471.2887,331.2643,335.2956,309.2799
HBMP(20:1_22:4_22:3)-H,1167.857,833.5702,469.273,331.2643,333.2799,309.2799
HBMP(20:1_22:4_22:4)-H,1165.842,833.5702,467.2574,331.2643,331.2643,309.2799
HBMP(20:1_22:4_22:5)-H,1163.826,833.5702,465.2417,331.2643,329.2486,309.2799
HBMP(20:1_22:4_22:6)-H,1161.81,833.5702,463.2261,331.2643,327.233,309.2799
HBMP(20:1_22:5_12:0)-H,1031.732,831.5546,335.1635,329.2486,199.1704,309.2799
HBMP(20:1_22:5_14:0)-H,1059.763,831.5546,363.1948,329.2486,227.2017,309.2799
HBMP(20:1_22:5_14:1)-H,1057.748,831.5546,361.1791,329.2486,225.186,309.2799
HBMP(20:1_22:5_16:0)-H,1087.795,831.5546,391.2261,329.2486,255.233,309.2799
HBMP(20:1_22:5_16:1)-H,1085.779,831.5546,389.2104,329.2486,253.2173,309.2799
HBMP(20:1_22:5_16:2)-H,1083.763,831.5546,387.1948,329.2486,251.2017,309.2799
HBMP(20:1_22:5_16:3)-H,1081.748,831.5546,385.1791,329.2486,249.186,309.2799
HBMP(20:1_22:5_16:4)-H,1079.732,831.5546,383.1635,329.2486,247.1704,309.2799
HBMP(20:1_22:5_18:0)-H,1115.826,831.5546,419.2574,329.2486,283.2643,309.2799
HBMP(20:1_22:5_18:1)-H,1113.81,831.5546,417.2417,329.2486,281.2486,309.2799
HBMP(20:1_22:5_18:2)-H,1111.795,831.5546,415.2261,329.2486,279.233,309.2799
HBMP(20:1_22:5_18:3)-H,1109.779,831.5546,413.2104,329.2486,277.2173,309.2799
HBMP(20:1_22:5_18:4)-H,1107.763,831.5546,411.1948,329.2486,275.2017,309.2799
HBMP(20:1_22:5_18:5)-H,1105.748,831.5546,409.1791,329.2486,273.186,309.2799
HBMP(20:1_22:5_20:0)-H,1143.857,831.5546,447.2887,329.2486,311.2956,309.2799
HBMP(20:1_22:5_20:1)-H,1141.842,831.5546,445.273,329.2486,309.2799,309.2799
HBMP(20:1_22:5_20:2)-H,1139.826,831.5546,443.2574,329.2486,307.2643,309.2799
HBMP(20:1_22:5_20:3)-H,1137.81,831.5546,441.2417,329.2486,305.2486,309.2799
HBMP(20:1_22:5_20:4)-H,1135.795,831.5546,439.2261,329.2486,303.233,309.2799
HBMP(20:1_22:5_20:5)-H,1133.779,831.5546,437.2104,329.2486,301.2173,309.2799
HBMP(20:1_22:5_22:0)-H,1171.889,831.5546,475.3199,329.2486,339.3269,309.2799
HBMP(20:1_22:5_22:1)-H,1169.873,831.5546,473.3043,329.2486,337.3112,309.2799
HBMP(20:1_22:5_22:2)-H,1167.857,831.5546,471.2887,329.2486,335.2956,309.2799
HBMP(20:1_22:5_22:3)-H,1165.842,831.5546,469.273,329.2486,333.2799,309.2799
HBMP(20:1_22:5_22:4)-H,1163.826,831.5546,467.2574,329.2486,331.2643,309.2799
HBMP(20:1_22:5_22:5)-H,1161.81,831.5546,465.2417,329.2486,329.2486,309.2799
HBMP(20:1_22:5_22:6)-H,1159.795,831.5546,463.2261,329.2486,327.233,309.2799
HBMP(20:1_22:6_12:0)-H,1029.717,829.5389,335.1635,327.233,199.1704,309.2799
HBMP(20:1_22:6_14:0)-H,1057.748,829.5389,363.1948,327.233,227.2017,309.2799
HBMP(20:1_22:6_14:1)-H,1055.732,829.5389,361.1791,327.233,225.186,309.2799
HBMP(20:1_22:6_16:0)-H,1085.779,829.5389,391.2261,327.233,255.233,309.2799
HBMP(20:1_22:6_16:1)-H,1083.763,829.5389,389.2104,327.233,253.2173,309.2799
HBMP(20:1_22:6_16:2)-H,1081.748,829.5389,387.1948,327.233,251.2017,309.2799
HBMP(20:1_22:6_16:3)-H,1079.732,829.5389,385.1791,327.233,249.186,309.2799
HBMP(20:1_22:6_16:4)-H,1077.717,829.5389,383.1635,327.233,247.1704,309.2799
HBMP(20:1_22:6_18:0)-H,1113.81,829.5389,419.2574,327.233,283.2643,309.2799
HBMP(20:1_22:6_18:1)-H,1111.795,829.5389,417.2417,327.233,281.2486,309.2799
HBMP(20:1_22:6_18:2)-H,1109.779,829.5389,415.2261,327.233,279.233,309.2799
HBMP(20:1_22:6_18:3)-H,1107.763,829.5389,413.2104,327.233,277.2173,309.2799
HBMP(20:1_22:6_18:4)-H,1105.748,829.5389,411.1948,327.233,275.2017,309.2799
HBMP(20:1_22:6_18:5)-H,1103.732,829.5389,409.1791,327.233,273.186,309.2799
HBMP(20:1_22:6_20:0)-H,1141.842,829.5389,447.2887,327.233,311.2956,309.2799
HBMP(20:1_22:6_20:1)-H,1139.826,829.5389,445.273,327.233,309.2799,309.2799
HBMP(20:1_22:6_20:2)-H,1137.81,829.5389,443.2574,327.233,307.2643,309.2799
HBMP(20:1_22:6_20:3)-H,1135.795,829.5389,441.2417,327.233,305.2486,309.2799
HBMP(20:1_22:6_20:4)-H,1133.779,829.5389,439.2261,327.233,303.233,309.2799
HBMP(20:1_22:6_20:5)-H,1131.763,829.5389,437.2104,327.233,301.2173,309.2799
HBMP(20:1_22:6_22:0)-H,1169.873,829.5389,475.3199,327.233,339.3269,309.2799
HBMP(20:1_22:6_22:1)-H,1167.857,829.5389,473.3043,327.233,337.3112,309.2799
HBMP(20:1_22:6_22:2)-H,1165.842,829.5389,471.2887,327.233,335.2956,309.2799
HBMP(20:1_22:6_22:3)-H,1163.826,829.5389,469.273,327.233,333.2799,309.2799
HBMP(20:1_22:6_22:4)-H,1161.81,829.5389,467.2574,327.233,331.2643,309.2799
HBMP(20:1_22:6_22:5)-H,1159.795,829.5389,465.2417,327.233,329.2486,309.2799
HBMP(20:1_22:6_22:6)-H,1157.779,829.5389,463.2261,327.233,327.233,309.2799
HBMP(20:2_20:2_12:0)-H,1007.732,807.5546,335.1635,307.2643,199.1704,307.2643
HBMP(20:2_20:2_14:0)-H,1035.763,807.5546,363.1948,307.2643,227.2017,307.2643
HBMP(20:2_20:2_14:1)-H,1033.748,807.5546,361.1791,307.2643,225.186,307.2643
HBMP(20:2_20:2_16:0)-H,1063.795,807.5546,391.2261,307.2643,255.233,307.2643
HBMP(20:2_20:2_16:1)-H,1061.779,807.5546,389.2104,307.2643,253.2173,307.2643
HBMP(20:2_20:2_16:2)-H,1059.763,807.5546,387.1948,307.2643,251.2017,307.2643
HBMP(20:2_20:2_16:3)-H,1057.748,807.5546,385.1791,307.2643,249.186,307.2643
HBMP(20:2_20:2_16:4)-H,1055.732,807.5546,383.1635,307.2643,247.1704,307.2643
HBMP(20:2_20:2_18:0)-H,1091.826,807.5546,419.2574,307.2643,283.2643,307.2643
HBMP(20:2_20:2_18:1)-H,1089.81,807.5546,417.2417,307.2643,281.2486,307.2643
HBMP(20:2_20:2_18:2)-H,1087.795,807.5546,415.2261,307.2643,279.233,307.2643
HBMP(20:2_20:2_18:3)-H,1085.779,807.5546,413.2104,307.2643,277.2173,307.2643
HBMP(20:2_20:2_18:4)-H,1083.763,807.5546,411.1948,307.2643,275.2017,307.2643
HBMP(20:2_20:2_18:5)-H,1081.748,807.5546,409.1791,307.2643,273.186,307.2643
HBMP(20:2_20:2_20:0)-H,1119.857,807.5546,447.2887,307.2643,311.2956,307.2643
HBMP(20:2_20:2_20:1)-H,1117.842,807.5546,445.273,307.2643,309.2799,307.2643
HBMP(20:2_20:2_20:2)-H,1115.826,807.5546,443.2574,307.2643,307.2643,307.2643
HBMP(20:2_20:2_20:3)-H,1113.81,807.5546,441.2417,307.2643,305.2486,307.2643
HBMP(20:2_20:2_20:4)-H,1111.795,807.5546,439.2261,307.2643,303.233,307.2643
HBMP(20:2_20:2_20:5)-H,1109.779,807.5546,437.2104,307.2643,301.2173,307.2643
HBMP(20:2_20:2_22:0)-H,1147.889,807.5546,475.3199,307.2643,339.3269,307.2643
HBMP(20:2_20:2_22:1)-H,1145.873,807.5546,473.3043,307.2643,337.3112,307.2643
HBMP(20:2_20:2_22:2)-H,1143.857,807.5546,471.2887,307.2643,335.2956,307.2643
HBMP(20:2_20:2_22:3)-H,1141.842,807.5546,469.273,307.2643,333.2799,307.2643
HBMP(20:2_20:2_22:4)-H,1139.826,807.5546,467.2574,307.2643,331.2643,307.2643
HBMP(20:2_20:2_22:5)-H,1137.81,807.5546,465.2417,307.2643,329.2486,307.2643
HBMP(20:2_20:2_22:6)-H,1135.795,807.5546,463.2261,307.2643,327.233,307.2643
HBMP(20:2_20:3_12:0)-H,1005.717,805.5389,335.1635,305.2486,199.1704,307.2643
HBMP(20:2_20:3_14:0)-H,1033.748,805.5389,363.1948,305.2486,227.2017,307.2643
HBMP(20:2_20:3_14:1)-H,1031.732,805.5389,361.1791,305.2486,225.186,307.2643
HBMP(20:2_20:3_16:0)-H,1061.779,805.5389,391.2261,305.2486,255.233,307.2643
HBMP(20:2_20:3_16:1)-H,1059.763,805.5389,389.2104,305.2486,253.2173,307.2643
HBMP(20:2_20:3_16:2)-H,1057.748,805.5389,387.1948,305.2486,251.2017,307.2643
HBMP(20:2_20:3_16:3)-H,1055.732,805.5389,385.1791,305.2486,249.186,307.2643
HBMP(20:2_20:3_16:4)-H,1053.717,805.5389,383.1635,305.2486,247.1704,307.2643
HBMP(20:2_20:3_18:0)-H,1089.81,805.5389,419.2574,305.2486,283.2643,307.2643
HBMP(20:2_20:3_18:1)-H,1087.795,805.5389,417.2417,305.2486,281.2486,307.2643
HBMP(20:2_20:3_18:2)-H,1085.779,805.5389,415.2261,305.2486,279.233,307.2643
HBMP(20:2_20:3_18:3)-H,1083.763,805.5389,413.2104,305.2486,277.2173,307.2643
HBMP(20:2_20:3_18:4)-H,1081.748,805.5389,411.1948,305.2486,275.2017,307.2643
HBMP(20:2_20:3_18:5)-H,1079.732,805.5389,409.1791,305.2486,273.186,307.2643
HBMP(20:2_20:3_20:0)-H,1117.842,805.5389,447.2887,305.2486,311.2956,307.2643
HBMP(20:2_20:3_20:1)-H,1115.826,805.5389,445.273,305.2486,309.2799,307.2643
HBMP(20:2_20:3_20:2)-H,1113.81,805.5389,443.2574,305.2486,307.2643,307.2643
HBMP(20:2_20:3_20:3)-H,1111.795,805.5389,441.2417,305.2486,305.2486,307.2643
HBMP(20:2_20:3_20:4)-H,1109.779,805.5389,439.2261,305.2486,303.233,307.2643
HBMP(20:2_20:3_20:5)-H,1107.763,805.5389,437.2104,305.2486,301.2173,307.2643
HBMP(20:2_20:3_22:0)-H,1145.873,805.5389,475.3199,305.2486,339.3269,307.2643
HBMP(20:2_20:3_22:1)-H,1143.857,805.5389,473.3043,305.2486,337.3112,307.2643
HBMP(20:2_20:3_22:2)-H,1141.842,805.5389,471.2887,305.2486,335.2956,307.2643
HBMP(20:2_20:3_22:3)-H,1139.826,805.5389,469.273,305.2486,333.2799,307.2643
HBMP(20:2_20:3_22:4)-H,1137.81,805.5389,467.2574,305.2486,331.2643,307.2643
HBMP(20:2_20:3_22:5)-H,1135.795,805.5389,465.2417,305.2486,329.2486,307.2643
HBMP(20:2_20:3_22:6)-H,1133.779,805.5389,463.2261,305.2486,327.233,307.2643
HBMP(20:2_20:4_12:0)-H,1003.701,803.5233,335.1635,303.233,199.1704,307.2643
HBMP(20:2_20:4_14:0)-H,1031.732,803.5233,363.1948,303.233,227.2017,307.2643
HBMP(20:2_20:4_14:1)-H,1029.717,803.5233,361.1791,303.233,225.186,307.2643
HBMP(20:2_20:4_16:0)-H,1059.763,803.5233,391.2261,303.233,255.233,307.2643
HBMP(20:2_20:4_16:1)-H,1057.748,803.5233,389.2104,303.233,253.2173,307.2643
HBMP(20:2_20:4_16:2)-H,1055.732,803.5233,387.1948,303.233,251.2017,307.2643
HBMP(20:2_20:4_16:3)-H,1053.717,803.5233,385.1791,303.233,249.186,307.2643
HBMP(20:2_20:4_16:4)-H,1051.701,803.5233,383.1635,303.233,247.1704,307.2643
HBMP(20:2_20:4_18:0)-H,1087.795,803.5233,419.2574,303.233,283.2643,307.2643
HBMP(20:2_20:4_18:1)-H,1085.779,803.5233,417.2417,303.233,281.2486,307.2643
HBMP(20:2_20:4_18:2)-H,1083.763,803.5233,415.2261,303.233,279.233,307.2643
HBMP(20:2_20:4_18:3)-H,1081.748,803.5233,413.2104,303.233,277.2173,307.2643
HBMP(20:2_20:4_18:4)-H,1079.732,803.5233,411.1948,303.233,275.2017,307.2643
HBMP(20:2_20:4_18:5)-H,1077.717,803.5233,409.1791,303.233,273.186,307.2643
HBMP(20:2_20:4_20:0)-H,1115.826,803.5233,447.2887,303.233,311.2956,307.2643
HBMP(20:2_20:4_20:1)-H,1113.81,803.5233,445.273,303.233,309.2799,307.2643
HBMP(20:2_20:4_20:2)-H,1111.795,803.5233,443.2574,303.233,307.2643,307.2643
HBMP(20:2_20:4_20:3)-H,1109.779,803.5233,441.2417,303.233,305.2486,307.2643
HBMP(20:2_20:4_20:4)-H,1107.763,803.5233,439.2261,303.233,303.233,307.2643
HBMP(20:2_20:4_20:5)-H,1105.748,803.5233,437.2104,303.233,301.2173,307.2643
HBMP(20:2_20:4_22:0)-H,1143.857,803.5233,475.3199,303.233,339.3269,307.2643
HBMP(20:2_20:4_22:1)-H,1141.842,803.5233,473.3043,303.233,337.3112,307.2643
HBMP(20:2_20:4_22:2)-H,1139.826,803.5233,471.2887,303.233,335.2956,307.2643
HBMP(20:2_20:4_22:3)-H,1137.81,803.5233,469.273,303.233,333.2799,307.2643
HBMP(20:2_20:4_22:4)-H,1135.795,803.5233,467.2574,303.233,331.2643,307.2643
HBMP(20:2_20:4_22:5)-H,1133.779,803.5233,465.2417,303.233,329.2486,307.2643
HBMP(20:2_20:4_22:6)-H,1131.763,803.5233,463.2261,303.233,327.233,307.2643
HBMP(20:2_20:5_12:0)-H,1001.685,801.5076,335.1635,301.2173,199.1704,307.2643
HBMP(20:2_20:5_14:0)-H,1029.717,801.5076,363.1948,301.2173,227.2017,307.2643
HBMP(20:2_20:5_14:1)-H,1027.701,801.5076,361.1791,301.2173,225.186,307.2643
HBMP(20:2_20:5_16:0)-H,1057.748,801.5076,391.2261,301.2173,255.233,307.2643
HBMP(20:2_20:5_16:1)-H,1055.732,801.5076,389.2104,301.2173,253.2173,307.2643
