Cer-BDS,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer_BS(d21:2/36:7)-H,858.7339,380.317,348.2908,338.3065,277.2537
Cer_BS(d22:2/14:0)-H,578.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/14:1)-H,576.4992,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/14:2)-H,574.4835,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/14:3)-H,572.4679,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/15:0)-H,592.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/15:1)-H,590.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/15:2)-H,588.4992,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/15:3)-H,586.4835,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/16:0)-H,606.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/16:1)-H,604.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/16:2)-H,602.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/16:3)-H,600.4992,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/16:4)-H,598.4835,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/16:5)-H,596.4679,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/17:0)-H,620.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/17:1)-H,618.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/17:2)-H,616.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/17:3)-H,614.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/18:0)-H,634.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/18:1)-H,632.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/18:2)-H,630.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/18:3)-H,628.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/18:4)-H,626.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/18:5)-H,624.4992,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/19:0)-H,648.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/19:1)-H,646.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/19:2)-H,644.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/19:3)-H,642.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/19:4)-H,640.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/19:5)-H,638.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:0)-H,662.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:1)-H,660.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:2)-H,658.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:3)-H,656.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:4)-H,654.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:5)-H,652.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/20:6)-H,650.5148,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/21:0)-H,676.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/21:1)-H,674.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/21:2)-H,672.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/21:3)-H,670.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/21:4)-H,668.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/21:5)-H,666.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:0)-H,690.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:1)-H,688.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:2)-H,686.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:3)-H,684.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:4)-H,682.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:5)-H,680.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:6)-H,678.5461,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/22:7)-H,676.5305,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:0)-H,704.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:1)-H,702.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:2)-H,700.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:3)-H,698.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:4)-H,696.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:5)-H,694.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/23:6)-H,692.5618,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:0)-H,718.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:1)-H,716.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:2)-H,714.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:3)-H,712.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:4)-H,710.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:5)-H,708.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/24:6)-H,706.5775,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:0)-H,732.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:1)-H,730.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:2)-H,728.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:3)-H,726.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:4)-H,724.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:5)-H,722.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/25:6)-H,720.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:0)-H,746.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:1)-H,744.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:2)-H,742.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:3)-H,740.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:4)-H,738.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:5)-H,736.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:6)-H,734.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/26:7)-H,732.5931,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:0)-H,760.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:1)-H,758.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:2)-H,756.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:3)-H,754.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:4)-H,752.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:5)-H,750.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:6)-H,748.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/27:7)-H,746.6088,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:0)-H,774.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:1)-H,772.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:2)-H,770.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:3)-H,768.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:4)-H,766.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:5)-H,764.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:6)-H,762.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/28:7)-H,760.6244,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:0)-H,788.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:1)-H,786.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:2)-H,784.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:3)-H,782.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:4)-H,780.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:5)-H,778.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:6)-H,776.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/29:7)-H,774.64,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:0)-H,802.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:1)-H,800.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:2)-H,798.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:3)-H,796.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:4)-H,794.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:5)-H,792.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:6)-H,790.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/30:7)-H,788.6557,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:0)-H,816.7809,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:1)-H,814.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:2)-H,812.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:3)-H,810.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:4)-H,808.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:5)-H,806.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:6)-H,804.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/31:7)-H,802.6713,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:0)-H,830.7966,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:1)-H,828.7809,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:2)-H,826.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:3)-H,824.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:4)-H,822.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:5)-H,820.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:6)-H,818.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/32:7)-H,816.687,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:0)-H,844.8122,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:1)-H,842.7966,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:2)-H,840.7809,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:3)-H,838.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:4)-H,836.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:5)-H,834.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:6)-H,832.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/33:7)-H,830.7026,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:0)-H,858.8278,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:1)-H,856.8122,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:2)-H,854.7966,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:3)-H,852.7809,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:4)-H,850.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:5)-H,848.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:6)-H,846.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/34:7)-H,844.7183,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:0)-H,872.8435,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:1)-H,870.8278,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:2)-H,868.8122,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:3)-H,866.7966,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:4)-H,864.7809,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:5)-H,862.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:6)-H,860.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/35:7)-H,858.7339,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:0)-H,886.8591,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:1)-H,884.8435,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:2)-H,882.8278,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:3)-H,880.8122,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:4)-H,878.7966,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:5)-H,876.7809,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:6)-H,874.7653,394.3327,362.3065,352.3221,291.2693
Cer_BS(d22:2/36:7)-H,872.7496,394.3327,362.3065,352.3221,291.2693
Cer_BS(d16:3/14:0)-H,492.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/14:1)-H,490.3896,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/14:2)-H,488.374,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/14:3)-H,486.3583,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/15:0)-H,506.4209,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/15:1)-H,504.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/15:2)-H,502.3896,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/15:3)-H,500.374,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/16:0)-H,520.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/16:1)-H,518.421,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/16:2)-H,516.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/16:3)-H,514.3896,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/16:4)-H,512.374,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/16:5)-H,510.3583,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/17:0)-H,534.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/17:1)-H,532.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/17:2)-H,530.421,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/17:3)-H,528.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/18:0)-H,548.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/18:1)-H,546.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/18:2)-H,544.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/18:3)-H,542.421,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/18:4)-H,540.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/18:5)-H,538.3896,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/19:0)-H,562.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/19:1)-H,560.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/19:2)-H,558.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/19:3)-H,556.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/19:4)-H,554.421,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/19:5)-H,552.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:0)-H,576.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:1)-H,574.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:2)-H,572.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:3)-H,570.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:4)-H,568.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:5)-H,566.421,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/20:6)-H,564.4053,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/21:0)-H,590.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/21:1)-H,588.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/21:2)-H,586.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/21:3)-H,584.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/21:4)-H,582.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/21:5)-H,580.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:0)-H,604.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:1)-H,602.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:2)-H,600.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:3)-H,598.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:4)-H,596.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:5)-H,594.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:6)-H,592.4366,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/22:7)-H,590.421,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:0)-H,618.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:1)-H,616.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:2)-H,614.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:3)-H,612.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:4)-H,610.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:5)-H,608.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/23:6)-H,606.4523,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:0)-H,632.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:1)-H,630.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:2)-H,628.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:3)-H,626.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:4)-H,624.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:5)-H,622.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/24:6)-H,620.4679,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:0)-H,646.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:1)-H,644.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:2)-H,642.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:3)-H,640.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:4)-H,638.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:5)-H,636.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/25:6)-H,634.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:0)-H,660.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:1)-H,658.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:2)-H,656.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:3)-H,654.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:4)-H,652.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:5)-H,650.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:6)-H,648.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/26:7)-H,646.4835,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:0)-H,674.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:1)-H,672.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:2)-H,670.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:3)-H,668.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:4)-H,666.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:5)-H,664.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:6)-H,662.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/27:7)-H,660.4992,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:0)-H,688.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:1)-H,686.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:2)-H,684.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:3)-H,682.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:4)-H,680.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:5)-H,678.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:6)-H,676.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/28:7)-H,674.5148,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:0)-H,702.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:1)-H,700.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:2)-H,698.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:3)-H,696.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:4)-H,694.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:5)-H,692.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:6)-H,690.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/29:7)-H,688.5305,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:0)-H,716.6557,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:1)-H,714.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:2)-H,712.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:3)-H,710.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:4)-H,708.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:5)-H,706.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:6)-H,704.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/30:7)-H,702.5461,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:0)-H,730.6713,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:1)-H,728.6557,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:2)-H,726.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:3)-H,724.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:4)-H,722.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:5)-H,720.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:6)-H,718.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/31:7)-H,716.5618,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:0)-H,744.687,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:1)-H,742.6713,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:2)-H,740.6557,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:3)-H,738.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:4)-H,736.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:5)-H,734.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:6)-H,732.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/32:7)-H,730.5775,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:0)-H,758.7026,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:1)-H,756.687,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:2)-H,754.6713,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:3)-H,752.6557,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:4)-H,750.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:5)-H,748.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:6)-H,746.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/33:7)-H,744.5931,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:0)-H,772.7183,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:1)-H,770.7026,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:2)-H,768.687,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:3)-H,766.6713,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:4)-H,764.6557,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:5)-H,762.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:6)-H,760.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/34:7)-H,758.6088,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:0)-H,786.7339,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:1)-H,784.7183,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:2)-H,782.7026,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:3)-H,780.687,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:4)-H,778.6713,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:5)-H,776.6557,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:6)-H,774.64,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/35:7)-H,772.6244,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/36:0)-H,800.7496,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/36:1)-H,798.7339,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/36:2)-H,796.7183,308.2231,276.1969,266.2126,205.1598
Cer_BS(d16:3/36:3)-H,794.7026,308.2231,276.1969,266.2126,205.1598
