HBMP,[M+NH4]+,[M-SN3-H3O4P]+,[SN2+C3H4O2+H]+,[SN3+C3H4O2+H]+,[SN1+C3H4O2+H]+
HBMP(16:1_20:1_16:0)+NH4,1030.805,603.5352,367.3207,313.2737,311.2581
HBMP(16:1_20:1_16:1)+NH4,1028.789,603.5352,367.3207,311.2581,311.2581
HBMP(16:1_20:1_16:2)+NH4,1026.774,603.5352,367.3207,309.2424,311.2581
HBMP(16:1_20:1_16:3)+NH4,1024.758,603.5352,367.3207,307.2268,311.2581
HBMP(16:1_20:1_16:4)+NH4,1022.742,603.5352,367.3207,305.2112,311.2581
HBMP(16:1_20:1_18:0)+NH4,1058.836,603.5352,367.3207,341.3051,311.2581
HBMP(16:1_20:1_18:1)+NH4,1056.821,603.5352,367.3207,339.2894,311.2581
HBMP(16:1_20:1_18:2)+NH4,1054.805,603.5352,367.3207,337.2737,311.2581
HBMP(16:1_20:1_18:3)+NH4,1052.789,603.5352,367.3207,335.2581,311.2581
HBMP(16:1_20:1_18:4)+NH4,1050.774,603.5352,367.3207,333.2424,311.2581
HBMP(16:1_20:1_18:5)+NH4,1048.758,603.5352,367.3207,331.2268,311.2581
HBMP(16:1_20:1_20:0)+NH4,1086.868,603.5352,367.3207,369.3363,311.2581
HBMP(16:1_20:1_20:1)+NH4,1084.852,603.5352,367.3207,367.3207,311.2581
HBMP(16:1_20:1_20:2)+NH4,1082.836,603.5352,367.3207,365.3051,311.2581
HBMP(16:1_20:1_20:3)+NH4,1080.821,603.5352,367.3207,363.2894,311.2581
HBMP(16:1_20:1_20:4)+NH4,1078.805,603.5352,367.3207,361.2737,311.2581
HBMP(16:1_20:1_20:5)+NH4,1076.789,603.5352,367.3207,359.2581,311.2581
HBMP(16:1_20:1_22:0)+NH4,1114.899,603.5352,367.3207,397.3676,311.2581
HBMP(16:1_20:1_22:1)+NH4,1112.883,603.5352,367.3207,395.352,311.2581
HBMP(16:1_20:1_22:2)+NH4,1110.868,603.5352,367.3207,393.3363,311.2581
HBMP(16:1_20:1_22:3)+NH4,1108.852,603.5352,367.3207,391.3207,311.2581
HBMP(16:1_20:1_22:4)+NH4,1106.836,603.5352,367.3207,389.3051,311.2581
HBMP(16:1_20:1_22:5)+NH4,1104.821,603.5352,367.3207,387.2894,311.2581
HBMP(16:1_20:1_22:6)+NH4,1102.805,603.5352,367.3207,385.2737,311.2581
HBMP(16:1_20:2_12:0)+NH4,972.7269,601.5196,365.3051,257.2112,311.2581
HBMP(16:1_20:2_14:0)+NH4,1000.758,601.5196,365.3051,285.2424,311.2581
HBMP(16:1_20:2_14:1)+NH4,998.7425,601.5196,365.3051,283.2268,311.2581
HBMP(16:1_20:2_16:0)+NH4,1028.789,601.5196,365.3051,313.2737,311.2581
HBMP(16:1_20:2_16:1)+NH4,1026.774,601.5196,365.3051,311.2581,311.2581
HBMP(16:1_20:2_16:2)+NH4,1024.758,601.5196,365.3051,309.2424,311.2581
HBMP(16:1_20:2_16:3)+NH4,1022.742,601.5196,365.3051,307.2268,311.2581
HBMP(16:1_20:2_16:4)+NH4,1020.727,601.5196,365.3051,305.2112,311.2581
HBMP(16:1_20:2_18:0)+NH4,1056.821,601.5196,365.3051,341.3051,311.2581
HBMP(16:1_20:2_18:1)+NH4,1054.805,601.5196,365.3051,339.2894,311.2581
HBMP(16:1_20:2_18:2)+NH4,1052.789,601.5196,365.3051,337.2737,311.2581
HBMP(16:1_20:2_18:3)+NH4,1050.774,601.5196,365.3051,335.2581,311.2581
HBMP(16:1_20:2_18:4)+NH4,1048.758,601.5196,365.3051,333.2424,311.2581
HBMP(16:1_20:2_18:5)+NH4,1046.743,601.5196,365.3051,331.2268,311.2581
HBMP(16:1_20:2_20:0)+NH4,1084.852,601.5196,365.3051,369.3363,311.2581
HBMP(16:1_20:2_20:1)+NH4,1082.836,601.5196,365.3051,367.3207,311.2581
HBMP(16:1_20:2_20:2)+NH4,1080.821,601.5196,365.3051,365.3051,311.2581
HBMP(16:1_20:2_20:3)+NH4,1078.805,601.5196,365.3051,363.2894,311.2581
HBMP(16:1_20:2_20:4)+NH4,1076.789,601.5196,365.3051,361.2737,311.2581
HBMP(16:1_20:2_20:5)+NH4,1074.774,601.5196,365.3051,359.2581,311.2581
HBMP(16:1_20:2_22:0)+NH4,1112.883,601.5196,365.3051,397.3676,311.2581
HBMP(16:1_20:2_22:1)+NH4,1110.868,601.5196,365.3051,395.352,311.2581
HBMP(16:1_20:2_22:2)+NH4,1108.852,601.5196,365.3051,393.3363,311.2581
HBMP(16:1_20:2_22:3)+NH4,1106.836,601.5196,365.3051,391.3207,311.2581
HBMP(16:1_20:2_22:4)+NH4,1104.821,601.5196,365.3051,389.3051,311.2581
HBMP(16:1_20:2_22:5)+NH4,1102.805,601.5196,365.3051,387.2894,311.2581
HBMP(16:1_20:2_22:6)+NH4,1100.789,601.5196,365.3051,385.2737,311.2581
HBMP(16:1_20:3_12:0)+NH4,970.7112,599.5039,363.2894,257.2112,311.2581
HBMP(16:1_20:3_14:0)+NH4,998.7425,599.5039,363.2894,285.2424,311.2581
HBMP(16:1_20:3_14:1)+NH4,996.7269,599.5039,363.2894,283.2268,311.2581
HBMP(16:1_20:3_16:0)+NH4,1026.774,599.5039,363.2894,313.2737,311.2581
HBMP(16:1_20:3_16:1)+NH4,1024.758,599.5039,363.2894,311.2581,311.2581
HBMP(16:1_20:3_16:2)+NH4,1022.742,599.5039,363.2894,309.2424,311.2581
HBMP(16:1_20:3_16:3)+NH4,1020.727,599.5039,363.2894,307.2268,311.2581
HBMP(16:1_20:3_16:4)+NH4,1018.711,599.5039,363.2894,305.2112,311.2581
HBMP(16:1_20:3_18:0)+NH4,1054.805,599.5039,363.2894,341.3051,311.2581
HBMP(16:1_20:3_18:1)+NH4,1052.789,599.5039,363.2894,339.2894,311.2581
HBMP(16:1_20:3_18:2)+NH4,1050.774,599.5039,363.2894,337.2737,311.2581
HBMP(16:1_20:3_18:3)+NH4,1048.758,599.5039,363.2894,335.2581,311.2581
HBMP(16:1_20:3_18:4)+NH4,1046.743,599.5039,363.2894,333.2424,311.2581
HBMP(16:1_20:3_18:5)+NH4,1044.727,599.5039,363.2894,331.2268,311.2581
HBMP(16:1_20:3_20:0)+NH4,1082.836,599.5039,363.2894,369.3363,311.2581
HBMP(16:1_20:3_20:1)+NH4,1080.821,599.5039,363.2894,367.3207,311.2581
HBMP(16:1_20:3_20:2)+NH4,1078.805,599.5039,363.2894,365.3051,311.2581
HBMP(16:1_20:3_20:3)+NH4,1076.789,599.5039,363.2894,363.2894,311.2581
HBMP(16:1_20:3_20:4)+NH4,1074.774,599.5039,363.2894,361.2737,311.2581
HBMP(16:1_20:3_20:5)+NH4,1072.758,599.5039,363.2894,359.2581,311.2581
HBMP(16:1_20:3_22:0)+NH4,1110.868,599.5039,363.2894,397.3676,311.2581
HBMP(16:1_20:3_22:1)+NH4,1108.852,599.5039,363.2894,395.352,311.2581
HBMP(16:1_20:3_22:2)+NH4,1106.836,599.5039,363.2894,393.3363,311.2581
HBMP(16:1_20:3_22:3)+NH4,1104.821,599.5039,363.2894,391.3207,311.2581
HBMP(16:1_20:3_22:4)+NH4,1102.805,599.5039,363.2894,389.3051,311.2581
HBMP(16:1_20:3_22:5)+NH4,1100.789,599.5039,363.2894,387.2894,311.2581
HBMP(16:1_20:3_22:6)+NH4,1098.774,599.5039,363.2894,385.2737,311.2581
HBMP(16:1_20:4_12:0)+NH4,968.6956,597.4883,361.2737,257.2112,311.2581
HBMP(16:1_20:4_14:0)+NH4,996.7269,597.4883,361.2737,285.2424,311.2581
HBMP(16:1_20:4_14:1)+NH4,994.7112,597.4883,361.2737,283.2268,311.2581
HBMP(16:1_20:4_16:0)+NH4,1024.758,597.4883,361.2737,313.2737,311.2581
HBMP(16:1_20:4_16:1)+NH4,1022.742,597.4883,361.2737,311.2581,311.2581
HBMP(16:1_20:4_16:2)+NH4,1020.727,597.4883,361.2737,309.2424,311.2581
HBMP(16:1_20:4_16:3)+NH4,1018.711,597.4883,361.2737,307.2268,311.2581
HBMP(16:1_20:4_16:4)+NH4,1016.696,597.4883,361.2737,305.2112,311.2581
HBMP(16:1_20:4_18:0)+NH4,1052.789,597.4883,361.2737,341.3051,311.2581
HBMP(16:1_20:4_18:1)+NH4,1050.774,597.4883,361.2737,339.2894,311.2581
HBMP(16:1_20:4_18:2)+NH4,1048.758,597.4883,361.2737,337.2737,311.2581
HBMP(16:1_20:4_18:3)+NH4,1046.743,597.4883,361.2737,335.2581,311.2581
HBMP(16:1_20:4_18:4)+NH4,1044.727,597.4883,361.2737,333.2424,311.2581
HBMP(16:1_20:4_18:5)+NH4,1042.711,597.4883,361.2737,331.2268,311.2581
HBMP(16:1_20:4_20:0)+NH4,1080.821,597.4883,361.2737,369.3363,311.2581
HBMP(16:1_20:4_20:1)+NH4,1078.805,597.4883,361.2737,367.3207,311.2581
HBMP(16:1_20:4_20:2)+NH4,1076.789,597.4883,361.2737,365.3051,311.2581
HBMP(16:1_20:4_20:3)+NH4,1074.774,597.4883,361.2737,363.2894,311.2581
HBMP(16:1_20:4_20:4)+NH4,1072.758,597.4883,361.2737,361.2737,311.2581
HBMP(16:1_20:4_20:5)+NH4,1070.743,597.4883,361.2737,359.2581,311.2581
HBMP(16:1_20:4_22:0)+NH4,1108.852,597.4883,361.2737,397.3676,311.2581
HBMP(16:1_20:4_22:1)+NH4,1106.836,597.4883,361.2737,395.352,311.2581
HBMP(16:1_20:4_22:2)+NH4,1104.821,597.4883,361.2737,393.3363,311.2581
HBMP(16:1_20:4_22:3)+NH4,1102.805,597.4883,361.2737,391.3207,311.2581
HBMP(16:1_20:4_22:4)+NH4,1100.789,597.4883,361.2737,389.3051,311.2581
HBMP(16:1_20:4_22:5)+NH4,1098.774,597.4883,361.2737,387.2894,311.2581
HBMP(16:1_20:4_22:6)+NH4,1096.758,597.4883,361.2737,385.2737,311.2581
HBMP(16:1_20:5_12:0)+NH4,966.6799,595.4726,359.2581,257.2112,311.2581
HBMP(16:1_20:5_14:0)+NH4,994.7112,595.4726,359.2581,285.2424,311.2581
HBMP(16:1_20:5_14:1)+NH4,992.6956,595.4726,359.2581,283.2268,311.2581
HBMP(16:1_20:5_16:0)+NH4,1022.742,595.4726,359.2581,313.2737,311.2581
HBMP(16:1_20:5_16:1)+NH4,1020.727,595.4726,359.2581,311.2581,311.2581
HBMP(16:1_20:5_16:2)+NH4,1018.711,595.4726,359.2581,309.2424,311.2581
HBMP(16:1_20:5_16:3)+NH4,1016.696,595.4726,359.2581,307.2268,311.2581
HBMP(16:1_20:5_16:4)+NH4,1014.68,595.4726,359.2581,305.2112,311.2581
HBMP(16:1_20:5_18:0)+NH4,1050.774,595.4726,359.2581,341.3051,311.2581
HBMP(16:1_20:5_18:1)+NH4,1048.758,595.4726,359.2581,339.2894,311.2581
HBMP(16:1_20:5_18:2)+NH4,1046.743,595.4726,359.2581,337.2737,311.2581
HBMP(16:1_20:5_18:3)+NH4,1044.727,595.4726,359.2581,335.2581,311.2581
HBMP(16:1_20:5_18:4)+NH4,1042.711,595.4726,359.2581,333.2424,311.2581
HBMP(16:1_20:5_18:5)+NH4,1040.696,595.4726,359.2581,331.2268,311.2581
HBMP(16:1_20:5_20:0)+NH4,1078.805,595.4726,359.2581,369.3363,311.2581
HBMP(16:1_20:5_20:1)+NH4,1076.789,595.4726,359.2581,367.3207,311.2581
HBMP(16:1_20:5_20:2)+NH4,1074.774,595.4726,359.2581,365.3051,311.2581
HBMP(16:1_20:5_20:3)+NH4,1072.758,595.4726,359.2581,363.2894,311.2581
HBMP(16:1_20:5_20:4)+NH4,1070.743,595.4726,359.2581,361.2737,311.2581
HBMP(16:1_20:5_20:5)+NH4,1068.727,595.4726,359.2581,359.2581,311.2581
HBMP(16:1_20:5_22:0)+NH4,1106.836,595.4726,359.2581,397.3676,311.2581
HBMP(16:1_20:5_22:1)+NH4,1104.821,595.4726,359.2581,395.352,311.2581
HBMP(16:1_20:5_22:2)+NH4,1102.805,595.4726,359.2581,393.3363,311.2581
HBMP(16:1_20:5_22:3)+NH4,1100.789,595.4726,359.2581,391.3207,311.2581
HBMP(16:1_20:5_22:4)+NH4,1098.774,595.4726,359.2581,389.3051,311.2581
HBMP(16:1_20:5_22:5)+NH4,1096.758,595.4726,359.2581,387.2894,311.2581
HBMP(16:1_20:5_22:6)+NH4,1094.743,595.4726,359.2581,385.2737,311.2581
HBMP(16:1_22:0_12:0)+NH4,1004.789,633.5822,397.3676,257.2112,311.2581
HBMP(16:1_22:0_14:0)+NH4,1032.821,633.5822,397.3676,285.2424,311.2581
HBMP(16:1_22:0_14:1)+NH4,1030.805,633.5822,397.3676,283.2268,311.2581
HBMP(16:1_22:0_16:0)+NH4,1060.852,633.5822,397.3676,313.2737,311.2581
HBMP(16:1_22:0_16:1)+NH4,1058.836,633.5822,397.3676,311.2581,311.2581
HBMP(16:1_22:0_16:2)+NH4,1056.821,633.5822,397.3676,309.2424,311.2581
HBMP(16:1_22:0_16:3)+NH4,1054.805,633.5822,397.3676,307.2268,311.2581
HBMP(16:1_22:0_16:4)+NH4,1052.789,633.5822,397.3676,305.2112,311.2581
HBMP(16:1_22:0_18:0)+NH4,1088.883,633.5822,397.3676,341.3051,311.2581
HBMP(16:1_22:0_18:1)+NH4,1086.868,633.5822,397.3676,339.2894,311.2581
HBMP(16:1_22:0_18:2)+NH4,1084.852,633.5822,397.3676,337.2737,311.2581
HBMP(16:1_22:0_18:3)+NH4,1082.836,633.5822,397.3676,335.2581,311.2581
HBMP(16:1_22:0_18:4)+NH4,1080.821,633.5822,397.3676,333.2424,311.2581
HBMP(16:1_22:0_18:5)+NH4,1078.805,633.5822,397.3676,331.2268,311.2581
HBMP(16:1_22:0_20:0)+NH4,1116.915,633.5822,397.3676,369.3363,311.2581
HBMP(16:1_22:0_20:1)+NH4,1114.899,633.5822,397.3676,367.3207,311.2581
HBMP(16:1_22:0_20:2)+NH4,1112.883,633.5822,397.3676,365.3051,311.2581
HBMP(16:1_22:0_20:3)+NH4,1110.868,633.5822,397.3676,363.2894,311.2581
HBMP(16:1_22:0_20:4)+NH4,1108.852,633.5822,397.3676,361.2737,311.2581
HBMP(16:1_22:0_20:5)+NH4,1106.836,633.5822,397.3676,359.2581,311.2581
HBMP(16:1_22:0_22:0)+NH4,1144.946,633.5822,397.3676,397.3676,311.2581
HBMP(16:1_22:0_22:1)+NH4,1142.93,633.5822,397.3676,395.352,311.2581
HBMP(16:1_22:0_22:2)+NH4,1140.915,633.5822,397.3676,393.3363,311.2581
HBMP(16:1_22:0_22:3)+NH4,1138.899,633.5822,397.3676,391.3207,311.2581
HBMP(16:1_22:0_22:4)+NH4,1136.883,633.5822,397.3676,389.3051,311.2581
HBMP(16:1_22:0_22:5)+NH4,1134.868,633.5822,397.3676,387.2894,311.2581
HBMP(16:1_22:0_22:6)+NH4,1132.852,633.5822,397.3676,385.2737,311.2581
HBMP(16:1_22:1_12:0)+NH4,1002.774,631.5665,395.352,257.2112,311.2581
HBMP(16:1_22:1_14:0)+NH4,1030.805,631.5665,395.352,285.2424,311.2581
HBMP(16:1_22:1_14:1)+NH4,1028.789,631.5665,395.352,283.2268,311.2581
HBMP(16:1_22:1_16:0)+NH4,1058.836,631.5665,395.352,313.2737,311.2581
HBMP(16:1_22:1_16:1)+NH4,1056.821,631.5665,395.352,311.2581,311.2581
HBMP(16:1_22:1_16:2)+NH4,1054.805,631.5665,395.352,309.2424,311.2581
HBMP(16:1_22:1_16:3)+NH4,1052.789,631.5665,395.352,307.2268,311.2581
HBMP(16:1_22:1_16:4)+NH4,1050.774,631.5665,395.352,305.2112,311.2581
HBMP(16:1_22:1_18:0)+NH4,1086.868,631.5665,395.352,341.3051,311.2581
HBMP(16:1_22:1_18:1)+NH4,1084.852,631.5665,395.352,339.2894,311.2581
HBMP(16:1_22:1_18:2)+NH4,1082.836,631.5665,395.352,337.2737,311.2581
HBMP(16:1_22:1_18:3)+NH4,1080.821,631.5665,395.352,335.2581,311.2581
HBMP(16:1_22:1_18:4)+NH4,1078.805,631.5665,395.352,333.2424,311.2581
HBMP(16:1_22:1_18:5)+NH4,1076.789,631.5665,395.352,331.2268,311.2581
HBMP(16:1_22:1_20:0)+NH4,1114.899,631.5665,395.352,369.3363,311.2581
HBMP(16:1_22:1_20:1)+NH4,1112.883,631.5665,395.352,367.3207,311.2581
HBMP(16:1_22:1_20:2)+NH4,1110.868,631.5665,395.352,365.3051,311.2581
HBMP(16:1_22:1_20:3)+NH4,1108.852,631.5665,395.352,363.2894,311.2581
HBMP(16:1_22:1_20:4)+NH4,1106.836,631.5665,395.352,361.2737,311.2581
HBMP(16:1_22:1_20:5)+NH4,1104.821,631.5665,395.352,359.2581,311.2581
HBMP(16:1_22:1_22:0)+NH4,1142.93,631.5665,395.352,397.3676,311.2581
HBMP(16:1_22:1_22:1)+NH4,1140.915,631.5665,395.352,395.352,311.2581
HBMP(16:1_22:1_22:2)+NH4,1138.899,631.5665,395.352,393.3363,311.2581
HBMP(16:1_22:1_22:3)+NH4,1136.883,631.5665,395.352,391.3207,311.2581
HBMP(16:1_22:1_22:4)+NH4,1134.868,631.5665,395.352,389.3051,311.2581
HBMP(16:1_22:1_22:5)+NH4,1132.852,631.5665,395.352,387.2894,311.2581
HBMP(16:1_22:1_22:6)+NH4,1130.836,631.5665,395.352,385.2737,311.2581
HBMP(16:1_22:2_12:0)+NH4,1000.758,629.5508,393.3363,257.2112,311.2581
HBMP(16:1_22:2_14:0)+NH4,1028.789,629.5508,393.3363,285.2424,311.2581
HBMP(16:1_22:2_14:1)+NH4,1026.774,629.5508,393.3363,283.2268,311.2581
HBMP(16:1_22:2_16:0)+NH4,1056.821,629.5508,393.3363,313.2737,311.2581
HBMP(16:1_22:2_16:1)+NH4,1054.805,629.5508,393.3363,311.2581,311.2581
HBMP(16:1_22:2_16:2)+NH4,1052.789,629.5508,393.3363,309.2424,311.2581
HBMP(16:1_22:2_16:3)+NH4,1050.774,629.5508,393.3363,307.2268,311.2581
HBMP(16:1_22:2_16:4)+NH4,1048.758,629.5508,393.3363,305.2112,311.2581
HBMP(16:1_22:2_18:0)+NH4,1084.852,629.5508,393.3363,341.3051,311.2581
HBMP(16:1_22:2_18:1)+NH4,1082.836,629.5508,393.3363,339.2894,311.2581
HBMP(16:1_22:2_18:2)+NH4,1080.821,629.5508,393.3363,337.2737,311.2581
HBMP(16:1_22:2_18:3)+NH4,1078.805,629.5508,393.3363,335.2581,311.2581
HBMP(16:1_22:2_18:4)+NH4,1076.789,629.5508,393.3363,333.2424,311.2581
HBMP(16:1_22:2_18:5)+NH4,1074.774,629.5508,393.3363,331.2268,311.2581
HBMP(16:1_22:2_20:0)+NH4,1112.883,629.5508,393.3363,369.3363,311.2581
HBMP(16:1_22:2_20:1)+NH4,1110.868,629.5508,393.3363,367.3207,311.2581
HBMP(16:1_22:2_20:2)+NH4,1108.852,629.5508,393.3363,365.3051,311.2581
HBMP(16:1_22:2_20:3)+NH4,1106.836,629.5508,393.3363,363.2894,311.2581
HBMP(16:1_22:2_20:4)+NH4,1104.821,629.5508,393.3363,361.2737,311.2581
HBMP(16:1_22:2_20:5)+NH4,1102.805,629.5508,393.3363,359.2581,311.2581
HBMP(16:1_22:2_22:0)+NH4,1140.915,629.5508,393.3363,397.3676,311.2581
HBMP(16:1_22:2_22:1)+NH4,1138.899,629.5508,393.3363,395.352,311.2581
HBMP(16:1_22:2_22:2)+NH4,1136.883,629.5508,393.3363,393.3363,311.2581
HBMP(16:1_22:2_22:3)+NH4,1134.868,629.5508,393.3363,391.3207,311.2581
HBMP(16:1_22:2_22:4)+NH4,1132.852,629.5508,393.3363,389.3051,311.2581
HBMP(16:1_22:2_22:5)+NH4,1130.836,629.5508,393.3363,387.2894,311.2581
HBMP(16:1_22:2_22:6)+NH4,1128.821,629.5508,393.3363,385.2737,311.2581
HBMP(16:1_22:3_12:0)+NH4,998.7425,627.5352,391.3207,257.2112,311.2581
HBMP(16:1_22:3_14:0)+NH4,1026.774,627.5352,391.3207,285.2424,311.2581
HBMP(16:1_22:3_14:1)+NH4,1024.758,627.5352,391.3207,283.2268,311.2581
HBMP(16:1_22:3_16:0)+NH4,1054.805,627.5352,391.3207,313.2737,311.2581
HBMP(16:1_22:3_16:1)+NH4,1052.789,627.5352,391.3207,311.2581,311.2581
HBMP(16:1_22:3_16:2)+NH4,1050.774,627.5352,391.3207,309.2424,311.2581
HBMP(16:1_22:3_16:3)+NH4,1048.758,627.5352,391.3207,307.2268,311.2581
HBMP(16:1_22:3_16:4)+NH4,1046.743,627.5352,391.3207,305.2112,311.2581
HBMP(16:1_22:3_18:0)+NH4,1082.836,627.5352,391.3207,341.3051,311.2581
HBMP(16:1_22:3_18:1)+NH4,1080.821,627.5352,391.3207,339.2894,311.2581
HBMP(16:1_22:3_18:2)+NH4,1078.805,627.5352,391.3207,337.2737,311.2581
HBMP(16:1_22:3_18:3)+NH4,1076.789,627.5352,391.3207,335.2581,311.2581
HBMP(16:1_22:3_18:4)+NH4,1074.774,627.5352,391.3207,333.2424,311.2581
HBMP(16:1_22:3_18:5)+NH4,1072.758,627.5352,391.3207,331.2268,311.2581
HBMP(16:1_22:3_20:0)+NH4,1110.868,627.5352,391.3207,369.3363,311.2581
HBMP(16:1_22:3_20:1)+NH4,1108.852,627.5352,391.3207,367.3207,311.2581
HBMP(16:1_22:3_20:2)+NH4,1106.836,627.5352,391.3207,365.3051,311.2581
HBMP(16:1_22:3_20:3)+NH4,1104.821,627.5352,391.3207,363.2894,311.2581
HBMP(16:1_22:3_20:4)+NH4,1102.805,627.5352,391.3207,361.2737,311.2581
HBMP(16:1_22:3_20:5)+NH4,1100.789,627.5352,391.3207,359.2581,311.2581
HBMP(16:1_22:3_22:0)+NH4,1138.899,627.5352,391.3207,397.3676,311.2581
HBMP(16:1_22:3_22:1)+NH4,1136.883,627.5352,391.3207,395.352,311.2581
HBMP(16:1_22:3_22:2)+NH4,1134.868,627.5352,391.3207,393.3363,311.2581
HBMP(16:1_22:3_22:3)+NH4,1132.852,627.5352,391.3207,391.3207,311.2581
HBMP(16:1_22:3_22:4)+NH4,1130.836,627.5352,391.3207,389.3051,311.2581
HBMP(16:1_22:3_22:5)+NH4,1128.821,627.5352,391.3207,387.2894,311.2581
HBMP(16:1_22:3_22:6)+NH4,1126.805,627.5352,391.3207,385.2737,311.2581
HBMP(16:1_22:4_12:0)+NH4,996.7269,625.5196,389.3051,257.2112,311.2581
HBMP(16:1_22:4_14:0)+NH4,1024.758,625.5196,389.3051,285.2424,311.2581
HBMP(16:1_22:4_14:1)+NH4,1022.742,625.5196,389.3051,283.2268,311.2581
HBMP(16:1_22:4_16:0)+NH4,1052.789,625.5196,389.3051,313.2737,311.2581
HBMP(16:1_22:4_16:1)+NH4,1050.774,625.5196,389.3051,311.2581,311.2581
HBMP(16:1_22:4_16:2)+NH4,1048.758,625.5196,389.3051,309.2424,311.2581
HBMP(16:1_22:4_16:3)+NH4,1046.743,625.5196,389.3051,307.2268,311.2581
HBMP(16:1_22:4_16:4)+NH4,1044.727,625.5196,389.3051,305.2112,311.2581
HBMP(16:1_22:4_18:0)+NH4,1080.821,625.5196,389.3051,341.3051,311.2581
HBMP(16:1_22:4_18:1)+NH4,1078.805,625.5196,389.3051,339.2894,311.2581
HBMP(16:1_22:4_18:2)+NH4,1076.789,625.5196,389.3051,337.2737,311.2581
HBMP(16:1_22:4_18:3)+NH4,1074.774,625.5196,389.3051,335.2581,311.2581
HBMP(16:1_22:4_18:4)+NH4,1072.758,625.5196,389.3051,333.2424,311.2581
HBMP(16:1_22:4_18:5)+NH4,1070.743,625.5196,389.3051,331.2268,311.2581
HBMP(16:1_22:4_20:0)+NH4,1108.852,625.5196,389.3051,369.3363,311.2581
HBMP(16:1_22:4_20:1)+NH4,1106.836,625.5196,389.3051,367.3207,311.2581
HBMP(16:1_22:4_20:2)+NH4,1104.821,625.5196,389.3051,365.3051,311.2581
HBMP(16:1_22:4_20:3)+NH4,1102.805,625.5196,389.3051,363.2894,311.2581
HBMP(16:1_22:4_20:4)+NH4,1100.789,625.5196,389.3051,361.2737,311.2581
HBMP(16:1_22:4_20:5)+NH4,1098.774,625.5196,389.3051,359.2581,311.2581
HBMP(16:1_22:4_22:0)+NH4,1136.883,625.5196,389.3051,397.3676,311.2581
HBMP(16:1_22:4_22:1)+NH4,1134.868,625.5196,389.3051,395.352,311.2581
HBMP(16:1_22:4_22:2)+NH4,1132.852,625.5196,389.3051,393.3363,311.2581
HBMP(16:1_22:4_22:3)+NH4,1130.836,625.5196,389.3051,391.3207,311.2581
HBMP(16:1_22:4_22:4)+NH4,1128.821,625.5196,389.3051,389.3051,311.2581
HBMP(16:1_22:4_22:5)+NH4,1126.805,625.5196,389.3051,387.2894,311.2581
HBMP(16:1_22:4_22:6)+NH4,1124.789,625.5196,389.3051,385.2737,311.2581
HBMP(16:1_22:5_12:0)+NH4,994.7112,623.5039,387.2894,257.2112,311.2581
HBMP(16:1_22:5_14:0)+NH4,1022.742,623.5039,387.2894,285.2424,311.2581
HBMP(16:1_22:5_14:1)+NH4,1020.727,623.5039,387.2894,283.2268,311.2581
HBMP(16:1_22:5_16:0)+NH4,1050.774,623.5039,387.2894,313.2737,311.2581
HBMP(16:1_22:5_16:1)+NH4,1048.758,623.5039,387.2894,311.2581,311.2581
HBMP(16:1_22:5_16:2)+NH4,1046.743,623.5039,387.2894,309.2424,311.2581
HBMP(16:1_22:5_16:3)+NH4,1044.727,623.5039,387.2894,307.2268,311.2581
HBMP(16:1_22:5_16:4)+NH4,1042.711,623.5039,387.2894,305.2112,311.2581
HBMP(16:1_22:5_18:0)+NH4,1078.805,623.5039,387.2894,341.3051,311.2581
HBMP(16:1_22:5_18:1)+NH4,1076.789,623.5039,387.2894,339.2894,311.2581
HBMP(16:1_22:5_18:2)+NH4,1074.774,623.5039,387.2894,337.2737,311.2581
HBMP(16:1_22:5_18:3)+NH4,1072.758,623.5039,387.2894,335.2581,311.2581
HBMP(16:1_22:5_18:4)+NH4,1070.743,623.5039,387.2894,333.2424,311.2581
HBMP(16:1_22:5_18:5)+NH4,1068.727,623.5039,387.2894,331.2268,311.2581
HBMP(16:1_22:5_20:0)+NH4,1106.836,623.5039,387.2894,369.3363,311.2581
HBMP(16:1_22:5_20:1)+NH4,1104.821,623.5039,387.2894,367.3207,311.2581
HBMP(16:1_22:5_20:2)+NH4,1102.805,623.5039,387.2894,365.3051,311.2581
HBMP(16:1_22:5_20:3)+NH4,1100.789,623.5039,387.2894,363.2894,311.2581
HBMP(16:1_22:5_20:4)+NH4,1098.774,623.5039,387.2894,361.2737,311.2581
HBMP(16:1_22:5_20:5)+NH4,1096.758,623.5039,387.2894,359.2581,311.2581
HBMP(16:1_22:5_22:0)+NH4,1134.868,623.5039,387.2894,397.3676,311.2581
HBMP(16:1_22:5_22:1)+NH4,1132.852,623.5039,387.2894,395.352,311.2581
HBMP(16:1_22:5_22:2)+NH4,1130.836,623.5039,387.2894,393.3363,311.2581
HBMP(16:1_22:5_22:3)+NH4,1128.821,623.5039,387.2894,391.3207,311.2581
HBMP(16:1_22:5_22:4)+NH4,1126.805,623.5039,387.2894,389.3051,311.2581
HBMP(16:1_22:5_22:5)+NH4,1124.789,623.5039,387.2894,387.2894,311.2581
HBMP(16:1_22:5_22:6)+NH4,1122.774,623.5039,387.2894,385.2737,311.2581
HBMP(16:1_22:6_12:0)+NH4,992.6956,621.4883,385.2737,257.2112,311.2581
HBMP(16:1_22:6_14:0)+NH4,1020.727,621.4883,385.2737,285.2424,311.2581
HBMP(16:1_22:6_14:1)+NH4,1018.711,621.4883,385.2737,283.2268,311.2581
