AcylGlcADG,[M-H]-,[FA2-H]-,[FA3-H]-,[FA1-H]-
AcylGlcADG(20:0_22:3_22:4)-H,1191.902,333.2799,331.2643,311.2956
AcylGlcADG(20:0_22:3_22:5)-H,1189.886,333.2799,329.2486,311.2956
AcylGlcADG(20:0_22:3_22:6)-H,1187.871,333.2799,327.233,311.2956
AcylGlcADG(20:0_22:4_12:0)-H,1057.792,331.2643,199.1704,311.2956
AcylGlcADG(20:0_22:4_14:0)-H,1085.824,331.2643,227.2017,311.2956
AcylGlcADG(20:0_22:4_14:1)-H,1083.808,331.2643,225.186,311.2956
AcylGlcADG(20:0_22:4_16:0)-H,1113.855,331.2643,255.233,311.2956
AcylGlcADG(20:0_22:4_16:1)-H,1111.839,331.2643,253.2173,311.2956
AcylGlcADG(20:0_22:4_16:2)-H,1109.824,331.2643,251.2017,311.2956
AcylGlcADG(20:0_22:4_16:3)-H,1107.808,331.2643,249.186,311.2956
AcylGlcADG(20:0_22:4_16:4)-H,1105.792,331.2643,247.1704,311.2956
AcylGlcADG(20:0_22:4_18:0)-H,1141.886,331.2643,283.2643,311.2956
AcylGlcADG(20:0_22:4_18:1)-H,1139.871,331.2643,281.2486,311.2956
AcylGlcADG(20:0_22:4_18:2)-H,1137.855,331.2643,279.233,311.2956
AcylGlcADG(20:0_22:4_18:3)-H,1135.839,331.2643,277.2173,311.2956
AcylGlcADG(20:0_22:4_18:4)-H,1133.824,331.2643,275.2017,311.2956
AcylGlcADG(20:0_22:4_18:5)-H,1131.808,331.2643,273.186,311.2956
AcylGlcADG(20:0_22:4_20:0)-H,1169.918,331.2643,311.2956,311.2956
AcylGlcADG(20:0_22:4_20:1)-H,1167.902,331.2643,309.2799,311.2956
AcylGlcADG(20:0_22:4_20:2)-H,1165.886,331.2643,307.2643,311.2956
AcylGlcADG(20:0_22:4_20:3)-H,1163.871,331.2643,305.2486,311.2956
AcylGlcADG(20:0_22:4_20:4)-H,1161.855,331.2643,303.233,311.2956
AcylGlcADG(20:0_22:4_20:5)-H,1159.839,331.2643,301.2173,311.2956
AcylGlcADG(20:0_22:4_22:0)-H,1197.949,331.2643,339.3269,311.2956
AcylGlcADG(20:0_22:4_22:1)-H,1195.933,331.2643,337.3112,311.2956
AcylGlcADG(20:0_22:4_22:2)-H,1193.918,331.2643,335.2956,311.2956
AcylGlcADG(20:0_22:4_22:3)-H,1191.902,331.2643,333.2799,311.2956
AcylGlcADG(20:0_22:4_22:4)-H,1189.886,331.2643,331.2643,311.2956
AcylGlcADG(20:0_22:4_22:5)-H,1187.871,331.2643,329.2486,311.2956
AcylGlcADG(20:0_22:4_22:6)-H,1185.855,331.2643,327.233,311.2956
AcylGlcADG(20:0_22:5_12:0)-H,1055.777,329.2486,199.1704,311.2956
AcylGlcADG(20:0_22:5_14:0)-H,1083.808,329.2486,227.2017,311.2956
AcylGlcADG(20:0_22:5_14:1)-H,1081.792,329.2486,225.186,311.2956
AcylGlcADG(20:0_22:5_16:0)-H,1111.839,329.2486,255.233,311.2956
AcylGlcADG(20:0_22:5_16:1)-H,1109.824,329.2486,253.2173,311.2956
AcylGlcADG(20:0_22:5_16:2)-H,1107.808,329.2486,251.2017,311.2956
AcylGlcADG(20:0_22:5_16:3)-H,1105.792,329.2486,249.186,311.2956
AcylGlcADG(20:0_22:5_16:4)-H,1103.777,329.2486,247.1704,311.2956
AcylGlcADG(20:0_22:5_18:0)-H,1139.871,329.2486,283.2643,311.2956
AcylGlcADG(20:0_22:5_18:1)-H,1137.855,329.2486,281.2486,311.2956
AcylGlcADG(20:0_22:5_18:2)-H,1135.839,329.2486,279.233,311.2956
AcylGlcADG(20:0_22:5_18:3)-H,1133.824,329.2486,277.2173,311.2956
AcylGlcADG(20:0_22:5_18:4)-H,1131.808,329.2486,275.2017,311.2956
AcylGlcADG(20:0_22:5_18:5)-H,1129.792,329.2486,273.186,311.2956
AcylGlcADG(20:0_22:5_20:0)-H,1167.902,329.2486,311.2956,311.2956
AcylGlcADG(20:0_22:5_20:1)-H,1165.886,329.2486,309.2799,311.2956
AcylGlcADG(20:0_22:5_20:2)-H,1163.871,329.2486,307.2643,311.2956
AcylGlcADG(20:0_22:5_20:3)-H,1161.855,329.2486,305.2486,311.2956
AcylGlcADG(20:0_22:5_20:4)-H,1159.839,329.2486,303.233,311.2956
AcylGlcADG(20:0_22:5_20:5)-H,1157.824,329.2486,301.2173,311.2956
AcylGlcADG(20:0_22:5_22:0)-H,1195.933,329.2486,339.3269,311.2956
AcylGlcADG(20:0_22:5_22:1)-H,1193.918,329.2486,337.3112,311.2956
AcylGlcADG(20:0_22:5_22:2)-H,1191.902,329.2486,335.2956,311.2956
AcylGlcADG(20:0_22:5_22:3)-H,1189.886,329.2486,333.2799,311.2956
AcylGlcADG(20:0_22:5_22:4)-H,1187.871,329.2486,331.2643,311.2956
AcylGlcADG(20:0_22:5_22:5)-H,1185.855,329.2486,329.2486,311.2956
AcylGlcADG(20:0_22:5_22:6)-H,1183.839,329.2486,327.233,311.2956
AcylGlcADG(20:0_22:6_12:0)-H,1053.761,327.233,199.1704,311.2956
AcylGlcADG(20:0_22:6_14:0)-H,1081.792,327.233,227.2017,311.2956
AcylGlcADG(20:0_22:6_14:1)-H,1079.777,327.233,225.186,311.2956
AcylGlcADG(20:0_22:6_16:0)-H,1109.824,327.233,255.233,311.2956
AcylGlcADG(20:0_22:6_16:1)-H,1107.808,327.233,253.2173,311.2956
AcylGlcADG(20:0_22:6_16:2)-H,1105.792,327.233,251.2017,311.2956
AcylGlcADG(20:0_22:6_16:3)-H,1103.777,327.233,249.186,311.2956
AcylGlcADG(20:0_22:6_16:4)-H,1101.761,327.233,247.1704,311.2956
AcylGlcADG(20:0_22:6_18:0)-H,1137.855,327.233,283.2643,311.2956
AcylGlcADG(20:0_22:6_18:1)-H,1135.839,327.233,281.2486,311.2956
AcylGlcADG(20:0_22:6_18:2)-H,1133.824,327.233,279.233,311.2956
AcylGlcADG(20:0_22:6_18:3)-H,1131.808,327.233,277.2173,311.2956
AcylGlcADG(20:0_22:6_18:4)-H,1129.792,327.233,275.2017,311.2956
AcylGlcADG(20:0_22:6_18:5)-H,1127.777,327.233,273.186,311.2956
AcylGlcADG(20:0_22:6_20:0)-H,1165.886,327.233,311.2956,311.2956
AcylGlcADG(20:0_22:6_20:1)-H,1163.871,327.233,309.2799,311.2956
AcylGlcADG(20:0_22:6_20:2)-H,1161.855,327.233,307.2643,311.2956
AcylGlcADG(20:0_22:6_20:3)-H,1159.839,327.233,305.2486,311.2956
AcylGlcADG(20:0_22:6_20:4)-H,1157.824,327.233,303.233,311.2956
AcylGlcADG(20:0_22:6_20:5)-H,1155.808,327.233,301.2173,311.2956
AcylGlcADG(20:0_22:6_22:0)-H,1193.918,327.233,339.3269,311.2956
AcylGlcADG(20:0_22:6_22:1)-H,1191.902,327.233,337.3112,311.2956
AcylGlcADG(20:0_22:6_22:2)-H,1189.886,327.233,335.2956,311.2956
AcylGlcADG(20:0_22:6_22:3)-H,1187.871,327.233,333.2799,311.2956
AcylGlcADG(20:0_22:6_22:4)-H,1185.855,327.233,331.2643,311.2956
AcylGlcADG(20:0_22:6_22:5)-H,1183.839,327.233,329.2486,311.2956
AcylGlcADG(20:0_22:6_22:6)-H,1181.824,327.233,327.233,311.2956
AcylGlcADG(20:1_20:1_12:0)-H,1033.792,309.2799,199.1704,309.2799
AcylGlcADG(20:1_20:1_14:0)-H,1061.824,309.2799,227.2017,309.2799
AcylGlcADG(20:1_20:1_14:1)-H,1059.808,309.2799,225.186,309.2799
AcylGlcADG(20:1_20:1_16:0)-H,1089.855,309.2799,255.233,309.2799
AcylGlcADG(20:1_20:1_16:1)-H,1087.839,309.2799,253.2173,309.2799
AcylGlcADG(20:1_20:1_16:2)-H,1085.824,309.2799,251.2017,309.2799
AcylGlcADG(20:1_20:1_16:3)-H,1083.808,309.2799,249.186,309.2799
AcylGlcADG(20:1_20:1_16:4)-H,1081.792,309.2799,247.1704,309.2799
AcylGlcADG(20:1_20:1_18:0)-H,1117.886,309.2799,283.2643,309.2799
AcylGlcADG(20:1_20:1_18:1)-H,1115.871,309.2799,281.2486,309.2799
AcylGlcADG(20:1_20:1_18:2)-H,1113.855,309.2799,279.233,309.2799
AcylGlcADG(20:1_20:1_18:3)-H,1111.839,309.2799,277.2173,309.2799
AcylGlcADG(20:1_20:1_18:4)-H,1109.824,309.2799,275.2017,309.2799
AcylGlcADG(20:1_20:1_18:5)-H,1107.808,309.2799,273.186,309.2799
AcylGlcADG(20:1_20:1_20:0)-H,1145.918,309.2799,311.2956,309.2799
AcylGlcADG(20:1_20:1_20:1)-H,1143.902,309.2799,309.2799,309.2799
AcylGlcADG(20:1_20:1_20:2)-H,1141.886,309.2799,307.2643,309.2799
AcylGlcADG(20:1_20:1_20:3)-H,1139.871,309.2799,305.2486,309.2799
AcylGlcADG(20:1_20:1_20:4)-H,1137.855,309.2799,303.233,309.2799
AcylGlcADG(20:1_20:1_20:5)-H,1135.839,309.2799,301.2173,309.2799
AcylGlcADG(20:1_20:1_22:0)-H,1173.949,309.2799,339.3269,309.2799
AcylGlcADG(20:1_20:1_22:1)-H,1171.933,309.2799,337.3112,309.2799
AcylGlcADG(20:1_20:1_22:2)-H,1169.918,309.2799,335.2956,309.2799
AcylGlcADG(20:1_20:1_22:3)-H,1167.902,309.2799,333.2799,309.2799
AcylGlcADG(20:1_20:1_22:4)-H,1165.886,309.2799,331.2643,309.2799
AcylGlcADG(20:1_20:1_22:5)-H,1163.871,309.2799,329.2486,309.2799
AcylGlcADG(20:1_20:1_22:6)-H,1161.855,309.2799,327.233,309.2799
AcylGlcADG(20:1_20:2_12:0)-H,1031.777,307.2643,199.1704,309.2799
AcylGlcADG(20:1_20:2_14:0)-H,1059.808,307.2643,227.2017,309.2799
AcylGlcADG(20:1_20:2_14:1)-H,1057.792,307.2643,225.186,309.2799
AcylGlcADG(20:1_20:2_16:0)-H,1087.839,307.2643,255.233,309.2799
AcylGlcADG(20:1_20:2_16:1)-H,1085.824,307.2643,253.2173,309.2799
AcylGlcADG(20:1_20:2_16:2)-H,1083.808,307.2643,251.2017,309.2799
AcylGlcADG(20:1_20:2_16:3)-H,1081.792,307.2643,249.186,309.2799
AcylGlcADG(20:1_20:2_16:4)-H,1079.777,307.2643,247.1704,309.2799
AcylGlcADG(20:1_20:2_18:0)-H,1115.871,307.2643,283.2643,309.2799
AcylGlcADG(20:1_20:2_18:1)-H,1113.855,307.2643,281.2486,309.2799
AcylGlcADG(20:1_20:2_18:2)-H,1111.839,307.2643,279.233,309.2799
AcylGlcADG(20:1_20:2_18:3)-H,1109.824,307.2643,277.2173,309.2799
AcylGlcADG(20:1_20:2_18:4)-H,1107.808,307.2643,275.2017,309.2799
AcylGlcADG(20:1_20:2_18:5)-H,1105.792,307.2643,273.186,309.2799
AcylGlcADG(20:1_20:2_20:0)-H,1143.902,307.2643,311.2956,309.2799
AcylGlcADG(20:1_20:2_20:1)-H,1141.886,307.2643,309.2799,309.2799
AcylGlcADG(20:1_20:2_20:2)-H,1139.871,307.2643,307.2643,309.2799
AcylGlcADG(20:1_20:2_20:3)-H,1137.855,307.2643,305.2486,309.2799
AcylGlcADG(20:1_20:2_20:4)-H,1135.839,307.2643,303.233,309.2799
AcylGlcADG(20:1_20:2_20:5)-H,1133.824,307.2643,301.2173,309.2799
AcylGlcADG(20:1_20:2_22:0)-H,1171.933,307.2643,339.3269,309.2799
AcylGlcADG(20:1_20:2_22:1)-H,1169.918,307.2643,337.3112,309.2799
AcylGlcADG(20:1_20:2_22:2)-H,1167.902,307.2643,335.2956,309.2799
AcylGlcADG(20:1_20:2_22:3)-H,1165.886,307.2643,333.2799,309.2799
AcylGlcADG(20:1_20:2_22:4)-H,1163.871,307.2643,331.2643,309.2799
AcylGlcADG(20:1_20:2_22:5)-H,1161.855,307.2643,329.2486,309.2799
AcylGlcADG(20:1_20:2_22:6)-H,1159.839,307.2643,327.233,309.2799
AcylGlcADG(20:1_20:3_12:0)-H,1029.761,305.2486,199.1704,309.2799
AcylGlcADG(20:1_20:3_14:0)-H,1057.792,305.2486,227.2017,309.2799
AcylGlcADG(20:1_20:3_14:1)-H,1055.777,305.2486,225.186,309.2799
AcylGlcADG(20:1_20:3_16:0)-H,1085.824,305.2486,255.233,309.2799
AcylGlcADG(20:1_20:3_16:1)-H,1083.808,305.2486,253.2173,309.2799
AcylGlcADG(20:1_20:3_16:2)-H,1081.792,305.2486,251.2017,309.2799
AcylGlcADG(20:1_20:3_16:3)-H,1079.777,305.2486,249.186,309.2799
AcylGlcADG(20:1_20:3_16:4)-H,1077.761,305.2486,247.1704,309.2799
AcylGlcADG(20:1_20:3_18:0)-H,1113.855,305.2486,283.2643,309.2799
AcylGlcADG(20:1_20:3_18:1)-H,1111.839,305.2486,281.2486,309.2799
AcylGlcADG(20:1_20:3_18:2)-H,1109.824,305.2486,279.233,309.2799
AcylGlcADG(20:1_20:3_18:3)-H,1107.808,305.2486,277.2173,309.2799
AcylGlcADG(20:1_20:3_18:4)-H,1105.792,305.2486,275.2017,309.2799
AcylGlcADG(20:1_20:3_18:5)-H,1103.777,305.2486,273.186,309.2799
AcylGlcADG(20:1_20:3_20:0)-H,1141.886,305.2486,311.2956,309.2799
AcylGlcADG(20:1_20:3_20:1)-H,1139.871,305.2486,309.2799,309.2799
AcylGlcADG(20:1_20:3_20:2)-H,1137.855,305.2486,307.2643,309.2799
AcylGlcADG(20:1_20:3_20:3)-H,1135.839,305.2486,305.2486,309.2799
AcylGlcADG(20:1_20:3_20:4)-H,1133.824,305.2486,303.233,309.2799
AcylGlcADG(20:1_20:3_20:5)-H,1131.808,305.2486,301.2173,309.2799
AcylGlcADG(20:1_20:3_22:0)-H,1169.918,305.2486,339.3269,309.2799
AcylGlcADG(20:1_20:3_22:1)-H,1167.902,305.2486,337.3112,309.2799
AcylGlcADG(20:1_20:3_22:2)-H,1165.886,305.2486,335.2956,309.2799
AcylGlcADG(20:1_20:3_22:3)-H,1163.871,305.2486,333.2799,309.2799
AcylGlcADG(20:1_20:3_22:4)-H,1161.855,305.2486,331.2643,309.2799
AcylGlcADG(20:1_20:3_22:5)-H,1159.839,305.2486,329.2486,309.2799
AcylGlcADG(20:1_20:3_22:6)-H,1157.824,305.2486,327.233,309.2799
AcylGlcADG(20:1_20:4_12:0)-H,1027.745,303.233,199.1704,309.2799
AcylGlcADG(20:1_20:4_14:0)-H,1055.777,303.233,227.2017,309.2799
AcylGlcADG(20:1_20:4_14:1)-H,1053.761,303.233,225.186,309.2799
AcylGlcADG(20:1_20:4_16:0)-H,1083.808,303.233,255.233,309.2799
AcylGlcADG(20:1_20:4_16:1)-H,1081.792,303.233,253.2173,309.2799
AcylGlcADG(20:1_20:4_16:2)-H,1079.777,303.233,251.2017,309.2799
AcylGlcADG(20:1_20:4_16:3)-H,1077.761,303.233,249.186,309.2799
AcylGlcADG(20:1_20:4_16:4)-H,1075.745,303.233,247.1704,309.2799
AcylGlcADG(20:1_20:4_18:0)-H,1111.839,303.233,283.2643,309.2799
AcylGlcADG(20:1_20:4_18:1)-H,1109.824,303.233,281.2486,309.2799
AcylGlcADG(20:1_20:4_18:2)-H,1107.808,303.233,279.233,309.2799
AcylGlcADG(20:1_20:4_18:3)-H,1105.792,303.233,277.2173,309.2799
AcylGlcADG(20:1_20:4_18:4)-H,1103.777,303.233,275.2017,309.2799
AcylGlcADG(20:1_20:4_18:5)-H,1101.761,303.233,273.186,309.2799
AcylGlcADG(20:1_20:4_20:0)-H,1139.871,303.233,311.2956,309.2799
AcylGlcADG(20:1_20:4_20:1)-H,1137.855,303.233,309.2799,309.2799
AcylGlcADG(20:1_20:4_20:2)-H,1135.839,303.233,307.2643,309.2799
AcylGlcADG(20:1_20:4_20:3)-H,1133.824,303.233,305.2486,309.2799
AcylGlcADG(20:1_20:4_20:4)-H,1131.808,303.233,303.233,309.2799
AcylGlcADG(20:1_20:4_20:5)-H,1129.792,303.233,301.2173,309.2799
AcylGlcADG(20:1_20:4_22:0)-H,1167.902,303.233,339.3269,309.2799
AcylGlcADG(20:1_20:4_22:1)-H,1165.886,303.233,337.3112,309.2799
AcylGlcADG(20:1_20:4_22:2)-H,1163.871,303.233,335.2956,309.2799
AcylGlcADG(20:1_20:4_22:3)-H,1161.855,303.233,333.2799,309.2799
AcylGlcADG(20:1_20:4_22:4)-H,1159.839,303.233,331.2643,309.2799
AcylGlcADG(20:1_20:4_22:5)-H,1157.824,303.233,329.2486,309.2799
AcylGlcADG(20:1_20:4_22:6)-H,1155.808,303.233,327.233,309.2799
AcylGlcADG(20:1_20:5_12:0)-H,1025.73,301.2173,199.1704,309.2799
AcylGlcADG(20:1_20:5_14:0)-H,1053.761,301.2173,227.2017,309.2799
AcylGlcADG(20:1_20:5_14:1)-H,1051.745,301.2173,225.186,309.2799
AcylGlcADG(20:1_20:5_16:0)-H,1081.792,301.2173,255.233,309.2799
AcylGlcADG(20:1_20:5_16:1)-H,1079.777,301.2173,253.2173,309.2799
AcylGlcADG(20:1_20:5_16:2)-H,1077.761,301.2173,251.2017,309.2799
AcylGlcADG(20:1_20:5_16:3)-H,1075.745,301.2173,249.186,309.2799
AcylGlcADG(20:1_20:5_16:4)-H,1073.73,301.2173,247.1704,309.2799
AcylGlcADG(20:1_20:5_18:0)-H,1109.824,301.2173,283.2643,309.2799
AcylGlcADG(20:1_20:5_18:1)-H,1107.808,301.2173,281.2486,309.2799
AcylGlcADG(20:1_20:5_18:2)-H,1105.792,301.2173,279.233,309.2799
AcylGlcADG(20:1_20:5_18:3)-H,1103.777,301.2173,277.2173,309.2799
AcylGlcADG(20:1_20:5_18:4)-H,1101.761,301.2173,275.2017,309.2799
AcylGlcADG(20:1_20:5_18:5)-H,1099.745,301.2173,273.186,309.2799
AcylGlcADG(20:1_20:5_20:0)-H,1137.855,301.2173,311.2956,309.2799
AcylGlcADG(20:1_20:5_20:1)-H,1135.839,301.2173,309.2799,309.2799
AcylGlcADG(20:1_20:5_20:2)-H,1133.824,301.2173,307.2643,309.2799
AcylGlcADG(20:1_20:5_20:3)-H,1131.808,301.2173,305.2486,309.2799
AcylGlcADG(20:1_20:5_20:4)-H,1129.792,301.2173,303.233,309.2799
AcylGlcADG(20:1_20:5_20:5)-H,1127.777,301.2173,301.2173,309.2799
AcylGlcADG(20:1_20:5_22:0)-H,1165.886,301.2173,339.3269,309.2799
AcylGlcADG(20:1_20:5_22:1)-H,1163.871,301.2173,337.3112,309.2799
AcylGlcADG(20:1_20:5_22:2)-H,1161.855,301.2173,335.2956,309.2799
AcylGlcADG(20:1_20:5_22:3)-H,1159.839,301.2173,333.2799,309.2799
AcylGlcADG(20:1_20:5_22:4)-H,1157.824,301.2173,331.2643,309.2799
AcylGlcADG(20:1_20:5_22:5)-H,1155.808,301.2173,329.2486,309.2799
AcylGlcADG(20:1_20:5_22:6)-H,1153.792,301.2173,327.233,309.2799
AcylGlcADG(20:1_22:0_12:0)-H,1063.839,339.3269,199.1704,309.2799
AcylGlcADG(20:1_22:0_14:0)-H,1091.871,339.3269,227.2017,309.2799
AcylGlcADG(20:1_22:0_14:1)-H,1089.855,339.3269,225.186,309.2799
AcylGlcADG(20:1_22:0_16:0)-H,1119.902,339.3269,255.233,309.2799
AcylGlcADG(20:1_22:0_16:1)-H,1117.886,339.3269,253.2173,309.2799
AcylGlcADG(20:1_22:0_16:2)-H,1115.871,339.3269,251.2017,309.2799
AcylGlcADG(20:1_22:0_16:3)-H,1113.855,339.3269,249.186,309.2799
AcylGlcADG(20:1_22:0_16:4)-H,1111.839,339.3269,247.1704,309.2799
AcylGlcADG(20:1_22:0_18:0)-H,1147.933,339.3269,283.2643,309.2799
AcylGlcADG(20:1_22:0_18:1)-H,1145.918,339.3269,281.2486,309.2799
AcylGlcADG(20:1_22:0_18:2)-H,1143.902,339.3269,279.233,309.2799
AcylGlcADG(20:1_22:0_18:3)-H,1141.886,339.3269,277.2173,309.2799
AcylGlcADG(20:1_22:0_18:4)-H,1139.871,339.3269,275.2017,309.2799
AcylGlcADG(20:1_22:0_18:5)-H,1137.855,339.3269,273.186,309.2799
AcylGlcADG(20:1_22:0_20:0)-H,1175.965,339.3269,311.2956,309.2799
AcylGlcADG(20:1_22:0_20:1)-H,1173.949,339.3269,309.2799,309.2799
AcylGlcADG(20:1_22:0_20:2)-H,1171.933,339.3269,307.2643,309.2799
AcylGlcADG(20:1_22:0_20:3)-H,1169.918,339.3269,305.2486,309.2799
AcylGlcADG(20:1_22:0_20:4)-H,1167.902,339.3269,303.233,309.2799
AcylGlcADG(20:1_22:0_20:5)-H,1165.886,339.3269,301.2173,309.2799
AcylGlcADG(20:1_22:0_22:0)-H,1203.996,339.3269,339.3269,309.2799
AcylGlcADG(20:1_22:0_22:1)-H,1201.98,339.3269,337.3112,309.2799
AcylGlcADG(20:1_22:0_22:2)-H,1199.965,339.3269,335.2956,309.2799
AcylGlcADG(20:1_22:0_22:3)-H,1197.949,339.3269,333.2799,309.2799
AcylGlcADG(20:1_22:0_22:4)-H,1195.933,339.3269,331.2643,309.2799
AcylGlcADG(20:1_22:0_22:5)-H,1193.918,339.3269,329.2486,309.2799
AcylGlcADG(20:1_22:0_22:6)-H,1191.902,339.3269,327.233,309.2799
AcylGlcADG(20:1_22:1_12:0)-H,1061.824,337.3112,199.1704,309.2799
AcylGlcADG(20:1_22:1_14:0)-H,1089.855,337.3112,227.2017,309.2799
AcylGlcADG(20:1_22:1_14:1)-H,1087.839,337.3112,225.186,309.2799
AcylGlcADG(20:1_22:1_16:0)-H,1117.886,337.3112,255.233,309.2799
AcylGlcADG(20:1_22:1_16:1)-H,1115.871,337.3112,253.2173,309.2799
AcylGlcADG(20:1_22:1_16:2)-H,1113.855,337.3112,251.2017,309.2799
AcylGlcADG(20:1_22:1_16:3)-H,1111.839,337.3112,249.186,309.2799
AcylGlcADG(20:1_22:1_16:4)-H,1109.824,337.3112,247.1704,309.2799
AcylGlcADG(20:1_22:1_18:0)-H,1145.918,337.3112,283.2643,309.2799
AcylGlcADG(20:1_22:1_18:1)-H,1143.902,337.3112,281.2486,309.2799
AcylGlcADG(20:1_22:1_18:2)-H,1141.886,337.3112,279.233,309.2799
AcylGlcADG(20:1_22:1_18:3)-H,1139.871,337.3112,277.2173,309.2799
AcylGlcADG(20:1_22:1_18:4)-H,1137.855,337.3112,275.2017,309.2799
AcylGlcADG(20:1_22:1_18:5)-H,1135.839,337.3112,273.186,309.2799
AcylGlcADG(20:1_22:1_20:0)-H,1173.949,337.3112,311.2956,309.2799
AcylGlcADG(20:1_22:1_20:1)-H,1171.933,337.3112,309.2799,309.2799
AcylGlcADG(20:1_22:1_20:2)-H,1169.918,337.3112,307.2643,309.2799
AcylGlcADG(20:1_22:1_20:3)-H,1167.902,337.3112,305.2486,309.2799
AcylGlcADG(20:1_22:1_20:4)-H,1165.886,337.3112,303.233,309.2799
AcylGlcADG(20:1_22:1_20:5)-H,1163.871,337.3112,301.2173,309.2799
AcylGlcADG(20:1_22:1_22:0)-H,1201.98,337.3112,339.3269,309.2799
AcylGlcADG(20:1_22:1_22:1)-H,1199.965,337.3112,337.3112,309.2799
AcylGlcADG(20:1_22:1_22:2)-H,1197.949,337.3112,335.2956,309.2799
AcylGlcADG(20:1_22:1_22:3)-H,1195.933,337.3112,333.2799,309.2799
AcylGlcADG(20:1_22:1_22:4)-H,1193.918,337.3112,331.2643,309.2799
AcylGlcADG(20:1_22:1_22:5)-H,1191.902,337.3112,329.2486,309.2799
AcylGlcADG(20:1_22:1_22:6)-H,1189.886,337.3112,327.233,309.2799
AcylGlcADG(20:1_22:2_12:0)-H,1059.808,335.2956,199.1704,309.2799
AcylGlcADG(20:1_22:2_14:0)-H,1087.839,335.2956,227.2017,309.2799
AcylGlcADG(20:1_22:2_14:1)-H,1085.824,335.2956,225.186,309.2799
AcylGlcADG(20:1_22:2_16:0)-H,1115.871,335.2956,255.233,309.2799
AcylGlcADG(20:1_22:2_16:1)-H,1113.855,335.2956,253.2173,309.2799
AcylGlcADG(20:1_22:2_16:2)-H,1111.839,335.2956,251.2017,309.2799
AcylGlcADG(20:1_22:2_16:3)-H,1109.824,335.2956,249.186,309.2799
AcylGlcADG(20:1_22:2_16:4)-H,1107.808,335.2956,247.1704,309.2799
AcylGlcADG(20:1_22:2_18:0)-H,1143.902,335.2956,283.2643,309.2799
AcylGlcADG(20:1_22:2_18:1)-H,1141.886,335.2956,281.2486,309.2799
AcylGlcADG(20:1_22:2_18:2)-H,1139.871,335.2956,279.233,309.2799
AcylGlcADG(20:1_22:2_18:3)-H,1137.855,335.2956,277.2173,309.2799
AcylGlcADG(20:1_22:2_18:4)-H,1135.839,335.2956,275.2017,309.2799
AcylGlcADG(20:1_22:2_18:5)-H,1133.824,335.2956,273.186,309.2799
AcylGlcADG(20:1_22:2_20:0)-H,1171.933,335.2956,311.2956,309.2799
AcylGlcADG(20:1_22:2_20:1)-H,1169.918,335.2956,309.2799,309.2799
AcylGlcADG(20:1_22:2_20:2)-H,1167.902,335.2956,307.2643,309.2799
AcylGlcADG(20:1_22:2_20:3)-H,1165.886,335.2956,305.2486,309.2799
AcylGlcADG(20:1_22:2_20:4)-H,1163.871,335.2956,303.233,309.2799
AcylGlcADG(20:1_22:2_20:5)-H,1161.855,335.2956,301.2173,309.2799
AcylGlcADG(20:1_22:2_22:0)-H,1199.965,335.2956,339.3269,309.2799
AcylGlcADG(20:1_22:2_22:1)-H,1197.949,335.2956,337.3112,309.2799
AcylGlcADG(20:1_22:2_22:2)-H,1195.933,335.2956,335.2956,309.2799
AcylGlcADG(20:1_22:2_22:3)-H,1193.918,335.2956,333.2799,309.2799
AcylGlcADG(20:1_22:2_22:4)-H,1191.902,335.2956,331.2643,309.2799
AcylGlcADG(20:1_22:2_22:5)-H,1189.886,335.2956,329.2486,309.2799
AcylGlcADG(20:1_22:2_22:6)-H,1187.871,335.2956,327.233,309.2799
AcylGlcADG(20:1_22:3_12:0)-H,1057.792,333.2799,199.1704,309.2799
AcylGlcADG(20:1_22:3_14:0)-H,1085.824,333.2799,227.2017,309.2799
AcylGlcADG(20:1_22:3_14:1)-H,1083.808,333.2799,225.186,309.2799
AcylGlcADG(20:1_22:3_16:0)-H,1113.855,333.2799,255.233,309.2799
AcylGlcADG(20:1_22:3_16:1)-H,1111.839,333.2799,253.2173,309.2799
AcylGlcADG(20:1_22:3_16:2)-H,1109.824,333.2799,251.2017,309.2799
AcylGlcADG(20:1_22:3_16:3)-H,1107.808,333.2799,249.186,309.2799
AcylGlcADG(20:1_22:3_16:4)-H,1105.792,333.2799,247.1704,309.2799
AcylGlcADG(20:1_22:3_18:0)-H,1141.886,333.2799,283.2643,309.2799
AcylGlcADG(20:1_22:3_18:1)-H,1139.871,333.2799,281.2486,309.2799
AcylGlcADG(20:1_22:3_18:2)-H,1137.855,333.2799,279.233,309.2799
AcylGlcADG(20:1_22:3_18:3)-H,1135.839,333.2799,277.2173,309.2799
AcylGlcADG(20:1_22:3_18:4)-H,1133.824,333.2799,275.2017,309.2799
AcylGlcADG(20:1_22:3_18:5)-H,1131.808,333.2799,273.186,309.2799
AcylGlcADG(20:1_22:3_20:0)-H,1169.918,333.2799,311.2956,309.2799
AcylGlcADG(20:1_22:3_20:1)-H,1167.902,333.2799,309.2799,309.2799
AcylGlcADG(20:1_22:3_20:2)-H,1165.886,333.2799,307.2643,309.2799
AcylGlcADG(20:1_22:3_20:3)-H,1163.871,333.2799,305.2486,309.2799
AcylGlcADG(20:1_22:3_20:4)-H,1161.855,333.2799,303.233,309.2799
AcylGlcADG(20:1_22:3_20:5)-H,1159.839,333.2799,301.2173,309.2799
