Cer_EOS,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EOS(d16:1/16:2/O-24:0)-H,870.79195,636.59365,408.38525,382.36955,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-24:1)-H,868.77635,634.57805,406.36955,380.35395,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-24:2)-H,866.76065,632.56235,404.35395,378.33835,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-24:3)-H,864.74505,630.54665,402.33835,376.32265,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-24:4)-H,862.72945,628.53105,400.32265,374.30705,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-25:0)-H,884.80765,650.60935,422.40095,396.38525,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-25:1)-H,882.79195,648.59365,420.38525,394.36955,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-25:2)-H,880.77635,646.57805,418.36955,392.35395,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-25:3)-H,878.76065,644.56235,416.35395,390.33835,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-25:4)-H,876.74505,642.54665,414.33835,388.32265,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-26:0)-H,898.82335,664.62495,436.41655,410.40095,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-26:1)-H,896.80765,662.60935,434.40095,408.38525,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-26:2)-H,894.79195,660.59365,432.38525,406.36955,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-26:3)-H,892.77635,658.57805,430.36955,404.35395,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-26:4)-H,890.76065,656.56235,428.35395,402.33835,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-27:0)-H,912.83895,678.64055,450.43225,424.41655,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-27:1)-H,910.82335,676.62495,448.41655,422.40095,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-27:2)-H,908.80765,674.60935,446.40095,420.38525,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-27:3)-H,906.79195,672.59365,444.38525,418.36955,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-27:4)-H,904.77635,670.57805,442.36955,416.35395,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-28:0)-H,926.85465,692.65625,464.44785,438.43225,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-28:1)-H,924.83895,690.64055,462.43225,436.41655,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-28:2)-H,922.82335,688.62495,460.41655,434.40095,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-28:3)-H,920.80765,686.60935,458.40095,432.38525,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-28:4)-H,918.79195,684.59365,456.38525,430.36955,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-29:0)-H,940.87025,706.67185,478.46355,452.44785,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-29:1)-H,938.85465,704.65625,476.44785,450.43225,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-29:2)-H,936.83895,702.64055,474.43225,448.41655,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-29:3)-H,934.82335,700.62495,472.41655,446.40095,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-29:4)-H,932.80765,698.60935,470.40095,444.38525,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-30:0)-H,954.88595,720.68755,492.47915,466.46355,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-30:1)-H,952.87025,718.67185,490.46355,464.44785,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-30:2)-H,950.85465,716.65625,488.44785,462.43225,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-30:3)-H,948.83895,714.64055,486.43225,460.41655,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-30:4)-H,946.82335,712.62495,484.41655,458.40095,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-31:0)-H,968.90155,734.70315,506.49485,480.47915,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-31:1)-H,966.88595,732.68755,504.47915,478.46355,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-31:2)-H,964.87025,730.67185,502.46355,476.44785,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-31:3)-H,962.85465,728.65625,500.44785,474.43225,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-31:4)-H,960.83895,726.64055,498.43225,472.41655,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-32:0)-H,982.91725,748.71885,520.51045,494.49485,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-32:1)-H,980.90155,746.70315,518.49485,492.47915,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-32:2)-H,978.88595,744.68755,516.47915,490.46355,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-32:3)-H,976.87025,742.67185,514.46355,488.44785,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-32:4)-H,974.85465,740.65625,512.44785,486.43225,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-33:0)-H,996.93285,762.73445,534.52615,508.51045,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-33:1)-H,994.91725,760.71885,532.51045,506.49485,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-33:2)-H,992.90155,758.70315,530.49485,504.47915,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-33:3)-H,990.88595,756.68755,528.47915,502.46355,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-33:4)-H,988.87025,754.67185,526.46355,500.44785,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-34:0)-H,1010.94855,776.75015,548.54175,522.52615,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-34:1)-H,1008.93255,774.73445,546.52615,520.51045,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-34:2)-H,1006.91755,772.71885,544.51045,518.49485,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-34:3)-H,1004.90155,770.70315,542.49485,516.47915,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-34:4)-H,1002.88555,768.68755,540.47915,514.46355,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-35:0)-H,1024.96455,790.76585,562.55745,536.54175,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-35:1)-H,1022.94855,788.75015,560.54175,534.52615,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-35:2)-H,1020.93255,786.73445,558.52615,532.51045,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-35:3)-H,1018.91755,784.71885,556.51045,530.49485,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-35:4)-H,1016.90155,782.70315,554.49485,528.47915,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-36:0)-H,1038.97955,804.78145,576.57305,550.55745,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-36:1)-H,1036.96455,802.76585,574.55745,548.54175,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-36:2)-H,1034.94855,800.75015,572.54175,546.52615,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-36:3)-H,1032.93255,798.73445,570.52615,544.51045,251.20225,209.19165
Cer_EOS(d16:1/16:2/O-36:4)-H,1030.91755,796.71885,568.51045,542.49485,251.20225,209.19165
Cer_EOS(d16:1/18:0/O-16:0)-H,790.72945,524.46845,296.26005,270.24445,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-16:1)-H,788.71375,522.45285,294.24445,268.22875,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-16:2)-H,786.69815,520.43715,292.22875,266.21315,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-16:3)-H,784.68245,518.42155,290.21315,264.19745,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-16:4)-H,782.66685,516.40585,288.19745,262.18185,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-17:0)-H,804.74505,538.48405,310.27565,284.26005,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-17:1)-H,802.72945,536.46845,308.26005,282.24445,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-17:2)-H,800.71375,534.45285,306.24445,280.22875,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-17:3)-H,798.69815,532.43715,304.22875,278.21315,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-18:0)-H,818.76065,552.49975,324.29135,298.27565,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-18:1)-H,816.74505,550.48405,322.27565,296.26005,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-18:2)-H,814.72945,548.46845,320.26005,294.24445,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-18:3)-H,812.71375,546.45285,318.24445,292.22875,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-18:4)-H,810.69815,544.43715,316.22875,290.21315,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-19:0)-H,832.77635,566.51535,338.30705,312.29135,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-19:1)-H,830.76065,564.49975,336.29135,310.27565,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-19:2)-H,828.74505,562.48405,334.27565,308.26005,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-19:3)-H,826.72945,560.46845,332.26005,306.24445,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-19:4)-H,824.71375,558.45285,330.24445,304.22875,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-20:0)-H,846.79195,580.53105,352.32265,326.30705,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-20:1)-H,844.77635,578.51535,350.30705,324.29135,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-20:2)-H,842.76065,576.49975,348.29135,322.27565,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-20:3)-H,840.74505,574.48405,346.27565,320.26005,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-20:4)-H,838.72945,572.46845,344.26005,318.24445,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-21:0)-H,860.80765,594.54665,366.33835,340.32265,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-21:1)-H,858.79195,592.53105,364.32265,338.30705,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-21:2)-H,856.77635,590.51535,362.30705,336.29135,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-21:3)-H,854.76065,588.49975,360.29135,334.27565,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-21:4)-H,852.74505,586.48405,358.27565,332.26005,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-22:0)-H,874.82335,608.56235,380.35395,354.33835,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-22:1)-H,872.80765,606.54665,378.33835,352.32265,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-22:2)-H,870.79195,604.53105,376.32265,350.30705,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-22:3)-H,868.77635,602.51535,374.30705,348.29135,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-22:4)-H,866.76065,600.49975,372.29135,346.27565,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-23:0)-H,888.83895,622.57805,394.36955,368.35395,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-23:1)-H,886.82335,620.56235,392.35395,366.33835,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-23:2)-H,884.80765,618.54665,390.33835,364.32265,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-23:3)-H,882.79195,616.53105,388.32265,362.30705,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-23:4)-H,880.77635,614.51535,386.30705,360.29135,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-24:0)-H,902.85465,636.59365,408.38525,382.36955,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-24:1)-H,900.83895,634.57805,406.36955,380.35395,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-24:2)-H,898.82335,632.56235,404.35395,378.33835,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-24:3)-H,896.80765,630.54665,402.33835,376.32265,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-24:4)-H,894.79195,628.53105,400.32265,374.30705,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-25:0)-H,916.87025,650.60935,422.40095,396.38525,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-25:1)-H,914.85465,648.59365,420.38525,394.36955,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-25:2)-H,912.83895,646.57805,418.36955,392.35395,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-25:3)-H,910.82335,644.56235,416.35395,390.33835,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-25:4)-H,908.80765,642.54665,414.33835,388.32265,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-26:0)-H,930.88595,664.62495,436.41655,410.40095,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-26:1)-H,928.87025,662.60935,434.40095,408.38525,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-26:2)-H,926.85465,660.59365,432.38525,406.36955,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-26:3)-H,924.83895,658.57805,430.36955,404.35395,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-26:4)-H,922.82335,656.56235,428.35395,402.33835,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-27:0)-H,944.90155,678.64055,450.43225,424.41655,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-27:1)-H,942.88595,676.62495,448.41655,422.40095,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-27:2)-H,940.87025,674.60935,446.40095,420.38525,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-27:3)-H,938.85465,672.59365,444.38525,418.36955,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-27:4)-H,936.83895,670.57805,442.36955,416.35395,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-28:0)-H,958.91725,692.65625,464.44785,438.43225,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-28:1)-H,956.90155,690.64055,462.43225,436.41655,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-28:2)-H,954.88595,688.62495,460.41655,434.40095,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-28:3)-H,952.87025,686.60935,458.40095,432.38525,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-28:4)-H,950.85465,684.59365,456.38525,430.36955,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-29:0)-H,972.93285,706.67185,478.46355,452.44785,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-29:1)-H,970.91725,704.65625,476.44785,450.43225,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-29:2)-H,968.90155,702.64055,474.43225,448.41655,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-29:3)-H,966.88595,700.62495,472.41655,446.40095,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-29:4)-H,964.87025,698.60935,470.40095,444.38525,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-30:0)-H,986.94845,720.68755,492.47915,466.46355,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-30:1)-H,984.93285,718.67185,490.46355,464.44785,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-30:2)-H,982.91725,716.65625,488.44785,462.43225,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-30:3)-H,980.90155,714.64055,486.43225,460.41655,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-30:4)-H,978.88595,712.62495,484.41655,458.40095,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-31:0)-H,1000.96455,734.70315,506.49485,480.47915,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-31:1)-H,998.94845,732.68755,504.47915,478.46355,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-31:2)-H,996.93285,730.67185,502.46355,476.44785,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-31:3)-H,994.91725,728.65625,500.44785,474.43225,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-31:4)-H,992.90155,726.64055,498.43225,472.41655,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-32:0)-H,1014.97955,748.71885,520.51045,494.49485,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-32:1)-H,1012.96455,746.70315,518.49485,492.47915,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-32:2)-H,1010.94855,744.68755,516.47915,490.46355,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-32:3)-H,1008.93255,742.67185,514.46355,488.44785,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-32:4)-H,1006.91755,740.65625,512.44785,486.43225,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-33:0)-H,1028.99555,762.73445,534.52615,508.51045,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-33:1)-H,1026.97955,760.71885,532.51045,506.49485,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-33:2)-H,1024.96455,758.70315,530.49485,504.47915,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-33:3)-H,1022.94855,756.68755,528.47915,502.46355,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-33:4)-H,1020.93255,754.67185,526.46355,500.44785,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-34:0)-H,1043.01155,776.75015,548.54175,522.52615,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-34:1)-H,1040.99555,774.73445,546.52615,520.51045,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-34:2)-H,1038.97955,772.71885,544.51045,518.49485,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-34:3)-H,1036.96455,770.70315,542.49485,516.47915,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-34:4)-H,1034.94855,768.68755,540.47915,514.46355,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-35:0)-H,1057.02655,790.76585,562.55745,536.54175,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-35:1)-H,1055.01155,788.75015,560.54175,534.52615,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-35:2)-H,1052.99555,786.73445,558.52615,532.51045,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-35:3)-H,1050.97955,784.71885,556.51045,530.49485,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-35:4)-H,1048.96455,782.70315,554.49485,528.47915,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-36:0)-H,1071.04255,804.78145,576.57305,550.55745,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-36:1)-H,1069.02655,802.76585,574.55745,548.54175,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-36:2)-H,1067.01155,800.75015,572.54175,546.52615,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-36:3)-H,1064.99555,798.73445,570.52615,544.51045,283.26485,209.19165
Cer_EOS(d16:1/18:0/O-36:4)-H,1062.97955,796.71885,568.51045,542.49485,283.26485,209.19165
Cer_EOS(d16:1/18:1/O-16:0)-H,788.71375,524.46845,296.26005,270.24445,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-16:1)-H,786.69815,522.45285,294.24445,268.22875,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-16:2)-H,784.68245,520.43715,292.22875,266.21315,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-16:3)-H,782.66685,518.42155,290.21315,264.19745,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-16:4)-H,780.65115,516.40585,288.19745,262.18185,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-17:0)-H,802.72945,538.48405,310.27565,284.26005,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-17:1)-H,800.71375,536.46845,308.26005,282.24445,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-17:2)-H,798.69815,534.45285,306.24445,280.22875,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-17:3)-H,796.68245,532.43715,304.22875,278.21315,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-18:0)-H,816.74505,552.49975,324.29135,298.27565,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-18:1)-H,814.72945,550.48405,322.27565,296.26005,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-18:2)-H,812.71375,548.46845,320.26005,294.24445,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-18:3)-H,810.69815,546.45285,318.24445,292.22875,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-18:4)-H,808.68245,544.43715,316.22875,290.21315,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-19:0)-H,830.76065,566.51535,338.30705,312.29135,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-19:1)-H,828.74505,564.49975,336.29135,310.27565,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-19:2)-H,826.72945,562.48405,334.27565,308.26005,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-19:3)-H,824.71375,560.46845,332.26005,306.24445,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-19:4)-H,822.69815,558.45285,330.24445,304.22875,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-20:0)-H,844.77635,580.53105,352.32265,326.30705,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-20:1)-H,842.76065,578.51535,350.30705,324.29135,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-20:2)-H,840.74505,576.49975,348.29135,322.27565,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-20:3)-H,838.72945,574.48405,346.27565,320.26005,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-20:4)-H,836.71375,572.46845,344.26005,318.24445,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-21:0)-H,858.79195,594.54665,366.33835,340.32265,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-21:1)-H,856.77635,592.53105,364.32265,338.30705,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-21:2)-H,854.76065,590.51535,362.30705,336.29135,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-21:3)-H,852.74505,588.49975,360.29135,334.27565,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-21:4)-H,850.72945,586.48405,358.27565,332.26005,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-22:0)-H,872.80765,608.56235,380.35395,354.33835,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-22:1)-H,870.79195,606.54665,378.33835,352.32265,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-22:2)-H,868.77635,604.53105,376.32265,350.30705,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-22:3)-H,866.76065,602.51535,374.30705,348.29135,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-22:4)-H,864.74505,600.49975,372.29135,346.27565,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-23:0)-H,886.82335,622.57805,394.36955,368.35395,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-23:1)-H,884.80765,620.56235,392.35395,366.33835,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-23:2)-H,882.79195,618.54665,390.33835,364.32265,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-23:3)-H,880.77635,616.53105,388.32265,362.30705,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-23:4)-H,878.76065,614.51535,386.30705,360.29135,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-24:0)-H,900.83895,636.59365,408.38525,382.36955,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-24:1)-H,898.82335,634.57805,406.36955,380.35395,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-24:2)-H,896.80765,632.56235,404.35395,378.33835,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-24:3)-H,894.79195,630.54665,402.33835,376.32265,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-24:4)-H,892.77635,628.53105,400.32265,374.30705,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-25:0)-H,914.85465,650.60935,422.40095,396.38525,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-25:1)-H,912.83895,648.59365,420.38525,394.36955,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-25:2)-H,910.82335,646.57805,418.36955,392.35395,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-25:3)-H,908.80765,644.56235,416.35395,390.33835,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-25:4)-H,906.79195,642.54665,414.33835,388.32265,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-26:0)-H,928.87025,664.62495,436.41655,410.40095,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-26:1)-H,926.85465,662.60935,434.40095,408.38525,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-26:2)-H,924.83895,660.59365,432.38525,406.36955,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-26:3)-H,922.82335,658.57805,430.36955,404.35395,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-26:4)-H,920.80765,656.56235,428.35395,402.33835,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-27:0)-H,942.88595,678.64055,450.43225,424.41655,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-27:1)-H,940.87025,676.62495,448.41655,422.40095,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-27:2)-H,938.85465,674.60935,446.40095,420.38525,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-27:3)-H,936.83895,672.59365,444.38525,418.36955,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-27:4)-H,934.82335,670.57805,442.36955,416.35395,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-28:0)-H,956.90155,692.65625,464.44785,438.43225,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-28:1)-H,954.88595,690.64055,462.43225,436.41655,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-28:2)-H,952.87025,688.62495,460.41655,434.40095,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-28:3)-H,950.85465,686.60935,458.40095,432.38525,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-28:4)-H,948.83895,684.59365,456.38525,430.36955,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-29:0)-H,970.91725,706.67185,478.46355,452.44785,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-29:1)-H,968.90155,704.65625,476.44785,450.43225,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-29:2)-H,966.88595,702.64055,474.43225,448.41655,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-29:3)-H,964.87025,700.62495,472.41655,446.40095,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-29:4)-H,962.85465,698.60935,470.40095,444.38525,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-30:0)-H,984.93285,720.68755,492.47915,466.46355,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-30:1)-H,982.91725,718.67185,490.46355,464.44785,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-30:2)-H,980.90155,716.65625,488.44785,462.43225,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-30:3)-H,978.88595,714.64055,486.43225,460.41655,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-30:4)-H,976.87025,712.62495,484.41655,458.40095,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-31:0)-H,998.94845,734.70315,506.49485,480.47915,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-31:1)-H,996.93285,732.68755,504.47915,478.46355,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-31:2)-H,994.91725,730.67185,502.46355,476.44785,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-31:3)-H,992.90155,728.65625,500.44785,474.43225,281.24915,209.19165
Cer_EOS(d16:1/18:1/O-31:4)-H,990.88595,726.64055,498.43225,472.41655,281.24915,209.19165
