Cer_AP,[M+HCO2]-,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer_AP(t18:0/22:0)+HCO2,700.60965,654.60415,410.36345,355.32235,309.31685,225.22185
Cer_AP(t18:0/22:1)+HCO2,698.59405,652.58855,408.34775,353.30665,307.30115,225.22185
Cer_AP(t18:0/22:2)+HCO2,696.57835,650.57285,406.33215,351.29105,305.28555,225.22185
Cer_AP(t18:0/22:3)+HCO2,694.56275,648.55725,404.31645,349.27535,303.26985,225.22185
Cer_AP(t18:0/22:4)+HCO2,692.54705,646.54165,402.30085,347.25975,301.25425,225.22185
Cer_AP(t18:0/23:0)+HCO2,714.62535,668.61985,424.37905,369.33795,323.33245,225.22185
Cer_AP(t18:0/23:1)+HCO2,712.60965,666.60415,422.36345,367.32235,321.31685,225.22185
Cer_AP(t18:0/23:2)+HCO2,710.59405,664.58855,420.34775,365.30665,319.30115,225.22185
Cer_AP(t18:0/23:3)+HCO2,708.57835,662.57285,418.33215,363.29105,317.28555,225.22185
Cer_AP(t18:0/23:4)+HCO2,706.56275,660.55725,416.31645,361.27535,315.26985,225.22185
Cer_AP(t18:0/24:0)+HCO2,728.64095,682.63545,438.39475,383.35365,337.34815,225.22185
Cer_AP(t18:0/24:1)+HCO2,726.62535,680.61985,436.37905,381.33795,335.33245,225.22185
Cer_AP(t18:0/24:2)+HCO2,724.60965,678.60415,434.36345,379.32235,333.31685,225.22185
Cer_AP(t18:0/24:3)+HCO2,722.59405,676.58855,432.34775,377.30665,331.30115,225.22185
Cer_AP(t18:0/24:4)+HCO2,720.57835,674.57285,430.33215,375.29105,329.28555,225.22185
Cer_AP(t18:0/25:0)+HCO2,742.65665,696.65115,452.41045,397.36925,351.36385,225.22185
Cer_AP(t18:0/25:1)+HCO2,740.64095,694.63545,450.39475,395.35365,349.34815,225.22185
Cer_AP(t18:0/25:2)+HCO2,738.62535,692.61985,448.37905,393.33795,347.33245,225.22185
Cer_AP(t18:0/25:3)+HCO2,736.60965,690.60415,446.36345,391.32235,345.31685,225.22185
Cer_AP(t18:0/25:4)+HCO2,734.59405,688.58855,444.34775,389.30665,343.30115,225.22185
Cer_AP(t18:0/26:0)+HCO2,756.67235,710.66685,466.42605,411.38495,365.37945,225.22185
Cer_AP(t18:0/26:1)+HCO2,754.65665,708.65115,464.41045,409.36925,363.36385,225.22185
Cer_AP(t18:0/26:2)+HCO2,752.64095,706.63545,462.39475,407.35365,361.34815,225.22185
Cer_AP(t18:0/26:3)+HCO2,750.62535,704.61985,460.37905,405.33795,359.33245,225.22185
Cer_AP(t18:0/26:4)+HCO2,748.60965,702.60415,458.36345,403.32235,357.31685,225.22185
Cer_AP(t18:0/27:0)+HCO2,770.68795,724.68245,480.44165,425.40055,379.39505,225.22185
Cer_AP(t18:0/27:1)+HCO2,768.67235,722.66685,478.42605,423.38495,377.37945,225.22185
Cer_AP(t18:0/27:2)+HCO2,766.65665,720.65115,476.41045,421.36925,375.36385,225.22185
Cer_AP(t18:0/27:3)+HCO2,764.64095,718.63545,474.39475,419.35365,373.34815,225.22185
Cer_AP(t18:0/27:4)+HCO2,762.62535,716.61985,472.37905,417.33795,371.33245,225.22185
Cer_AP(t18:0/28:0)+HCO2,784.70355,738.69815,494.45735,439.41625,393.41075,225.22185
Cer_AP(t18:0/28:1)+HCO2,782.68795,736.68245,492.44165,437.40055,391.39505,225.22185
Cer_AP(t18:0/28:2)+HCO2,780.67235,734.66685,490.42605,435.38495,389.37945,225.22185
Cer_AP(t18:0/28:3)+HCO2,778.65665,732.65115,488.41045,433.36925,387.36385,225.22185
Cer_AP(t18:0/28:4)+HCO2,776.64095,730.63545,486.39475,431.35365,385.34815,225.22185
Cer_AP(t18:0/29:0)+HCO2,798.71925,752.71375,508.47295,453.43185,407.42635,225.22185
Cer_AP(t18:0/29:1)+HCO2,796.70355,750.69815,506.45735,451.41625,405.41075,225.22185
Cer_AP(t18:0/29:2)+HCO2,794.68795,748.68245,504.44165,449.40055,403.39505,225.22185
Cer_AP(t18:0/29:3)+HCO2,792.67235,746.66685,502.42605,447.38495,401.37945,225.22185
Cer_AP(t18:0/29:4)+HCO2,790.65665,744.65115,500.41045,445.36925,399.36385,225.22185
Cer_AP(t18:0/30:0)+HCO2,812.73485,766.72945,522.48865,467.44755,421.44205,225.22185
Cer_AP(t18:0/30:1)+HCO2,810.71925,764.71375,520.47295,465.43185,419.42635,225.22185
Cer_AP(t18:0/30:2)+HCO2,808.70355,762.69815,518.45735,463.41625,417.41075,225.22185
Cer_AP(t18:0/30:3)+HCO2,806.68795,760.68245,516.44175,461.40055,415.39505,225.22185
Cer_AP(t18:0/30:4)+HCO2,804.67235,758.66685,514.42605,459.38495,413.37945,225.22185
Cer_AP(t18:0/31:0)+HCO2,826.75055,780.74505,536.50425,481.46315,435.45775,225.22185
Cer_AP(t18:0/31:1)+HCO2,824.73485,778.72945,534.48865,479.44755,433.44205,225.22185
Cer_AP(t18:0/31:2)+HCO2,822.71925,776.71375,532.47295,477.43185,431.42635,225.22185
Cer_AP(t18:0/31:3)+HCO2,820.70355,774.69815,530.45735,475.41625,429.41075,225.22185
Cer_AP(t18:0/31:4)+HCO2,818.68795,772.68245,528.44175,473.40055,427.39505,225.22185
Cer_AP(t18:0/32:0)+HCO2,840.76615,794.76065,550.51995,495.47885,449.47335,225.22185
Cer_AP(t18:0/32:1)+HCO2,838.75055,792.74505,548.50425,493.46315,447.45775,225.22185
Cer_AP(t18:0/32:2)+HCO2,836.73485,790.72945,546.48865,491.44755,445.44205,225.22185
Cer_AP(t18:0/32:3)+HCO2,834.71925,788.71375,544.47295,489.43185,443.42635,225.22185
Cer_AP(t18:0/32:4)+HCO2,832.70355,786.69815,542.45735,487.41625,441.41075,225.22185
Cer_AP(t18:0/33:0)+HCO2,854.78185,808.77635,564.53555,509.49445,463.48895,225.22185
Cer_AP(t18:0/33:1)+HCO2,852.76615,806.76065,562.51995,507.47885,461.47335,225.22185
Cer_AP(t18:0/33:2)+HCO2,850.75055,804.74505,560.50425,505.46315,459.45775,225.22185
Cer_AP(t18:0/33:3)+HCO2,848.73485,802.72945,558.48865,503.44755,457.44205,225.22185
Cer_AP(t18:0/33:4)+HCO2,846.71925,800.71375,556.47295,501.43185,455.42635,225.22185
Cer_AP(t18:0/34:0)+HCO2,868.79745,822.79195,578.55125,523.51015,477.50465,225.22185
Cer_AP(t18:0/34:1)+HCO2,866.78185,820.77635,576.53555,521.49455,475.48895,225.22185
Cer_AP(t18:0/34:2)+HCO2,864.76615,818.76065,574.51995,519.47885,473.47335,225.22185
Cer_AP(t18:0/34:3)+HCO2,862.75055,816.74505,572.50425,517.46315,471.45775,225.22185
Cer_AP(t18:0/34:4)+HCO2,860.73485,814.72945,570.48865,515.44755,469.44205,225.22185
Cer_AP(t18:0/35:0)+HCO2,882.81315,836.80765,592.56685,537.52575,491.52025,225.22185
Cer_AP(t18:0/35:1)+HCO2,880.79745,834.79195,590.55125,535.51015,489.50465,225.22185
Cer_AP(t18:0/35:2)+HCO2,878.78185,832.77635,588.53555,533.49455,487.48895,225.22185
Cer_AP(t18:0/35:3)+HCO2,876.76615,830.76065,586.51995,531.47885,485.47335,225.22185
Cer_AP(t18:0/35:4)+HCO2,874.75055,828.74505,584.50425,529.46315,483.45775,225.22185
Cer_AP(t18:0/36:0)+HCO2,896.82875,850.82335,606.58255,551.54145,505.53595,225.22185
Cer_AP(t18:0/36:1)+HCO2,894.81315,848.80765,604.56685,549.52575,503.52025,225.22185
Cer_AP(t18:0/36:2)+HCO2,892.79745,846.79195,602.55125,547.51015,501.50465,225.22185
Cer_AP(t18:0/36:3)+HCO2,890.78185,844.77635,600.53555,545.49455,499.48895,225.22185
Cer_AP(t18:0/36:4)+HCO2,888.76615,842.76065,598.51995,543.47885,497.47335,225.22185
Cer_AP(t19:0/14:0)+HCO2,602.50015,556.49465,298.23825,243.19715,197.19165,239.23755
Cer_AP(t19:0/14:1)+HCO2,600.48445,554.47905,296.22255,241.18145,195.17595,239.23755
Cer_AP(t19:0/14:2)+HCO2,598.46885,552.46335,294.20695,239.16585,193.16035,239.23755
Cer_AP(t19:0/14:3)+HCO2,596.45315,550.44765,292.19125,237.15015,191.14465,239.23755
Cer_AP(t19:0/15:0)+HCO2,616.51585,570.51035,312.25385,257.21275,211.20725,239.23755
Cer_AP(t19:0/15:1)+HCO2,614.50015,568.49465,310.23825,255.19715,209.19165,239.23755
Cer_AP(t19:0/15:2)+HCO2,612.48445,566.47905,308.22255,253.18145,207.17595,239.23755
Cer_AP(t19:0/15:3)+HCO2,610.46885,564.46335,306.20695,251.16585,205.16035,239.23755
Cer_AP(t19:0/16:0)+HCO2,630.53145,584.52595,326.26955,271.22845,225.22295,239.23755
Cer_AP(t19:0/16:1)+HCO2,628.51585,582.51035,324.25385,269.21275,223.20725,239.23755
Cer_AP(t19:0/16:2)+HCO2,626.50015,580.49465,322.23825,267.19715,221.19165,239.23755
Cer_AP(t19:0/16:3)+HCO2,624.48445,578.47905,320.22255,265.18145,219.17595,239.23755
Cer_AP(t19:0/16:4)+HCO2,622.46885,576.46335,318.20695,263.16585,217.16035,239.23755
Cer_AP(t19:0/17:0)+HCO2,644.54705,598.54165,340.28515,285.24405,239.23855,239.23755
Cer_AP(t19:0/17:1)+HCO2,642.53145,596.52595,338.26955,283.22845,237.22295,239.23755
Cer_AP(t19:0/17:2)+HCO2,640.51585,594.51035,336.25385,281.21275,235.20725,239.23755
Cer_AP(t19:0/17:3)+HCO2,638.50015,592.49465,334.23825,279.19715,233.19165,239.23755
Cer_AP(t19:0/18:0)+HCO2,658.56275,612.55725,354.30085,299.25975,253.25425,239.23755
Cer_AP(t19:0/18:1)+HCO2,656.54705,610.54165,352.28515,297.24405,251.23855,239.23755
Cer_AP(t19:0/18:2)+HCO2,654.53145,608.52595,350.26955,295.22845,249.22295,239.23755
Cer_AP(t19:0/18:3)+HCO2,652.51585,606.51035,348.25385,293.21275,247.20725,239.23755
Cer_AP(t19:0/18:4)+HCO2,650.50015,604.49465,346.23825,291.19715,245.19165,239.23755
Cer_AP(t19:0/19:0)+HCO2,672.57835,626.57285,368.31645,313.27535,267.26985,239.23755
Cer_AP(t19:0/19:1)+HCO2,670.56275,624.55725,366.30085,311.25975,265.25425,239.23755
Cer_AP(t19:0/19:2)+HCO2,668.54705,622.54165,364.28515,309.24405,263.23855,239.23755
Cer_AP(t19:0/19:3)+HCO2,666.53145,620.52595,362.26955,307.22845,261.22295,239.23755
Cer_AP(t19:0/19:4)+HCO2,664.51585,618.51035,360.25385,305.21275,259.20725,239.23755
Cer_AP(t19:0/20:0)+HCO2,686.59405,640.58855,382.33215,327.29105,281.28555,239.23755
Cer_AP(t19:0/20:1)+HCO2,684.57835,638.57285,380.31645,325.27535,279.26985,239.23755
Cer_AP(t19:0/20:2)+HCO2,682.56275,636.55725,378.30085,323.25975,277.25425,239.23755
Cer_AP(t19:0/20:3)+HCO2,680.54705,634.54165,376.28515,321.24405,275.23855,239.23755
Cer_AP(t19:0/20:4)+HCO2,678.53145,632.52595,374.26955,319.22845,273.22295,239.23755
Cer_AP(t19:0/21:0)+HCO2,700.60965,654.60415,396.34775,341.30665,295.30115,239.23755
Cer_AP(t19:0/21:1)+HCO2,698.59405,652.58855,394.33215,339.29105,293.28555,239.23755
Cer_AP(t19:0/21:2)+HCO2,696.57835,650.57285,392.31645,337.27535,291.26985,239.23755
Cer_AP(t19:0/21:3)+HCO2,694.56275,648.55725,390.30085,335.25975,289.25425,239.23755
Cer_AP(t19:0/21:4)+HCO2,692.54705,646.54165,388.28515,333.24405,287.23855,239.23755
Cer_AP(t19:0/22:0)+HCO2,714.62535,668.61985,410.36345,355.32235,309.31685,239.23755
Cer_AP(t19:0/22:1)+HCO2,712.60965,666.60415,408.34775,353.30665,307.30115,239.23755
Cer_AP(t19:0/22:2)+HCO2,710.59405,664.58855,406.33215,351.29105,305.28555,239.23755
Cer_AP(t19:0/22:3)+HCO2,708.57835,662.57285,404.31645,349.27535,303.26985,239.23755
Cer_AP(t19:0/22:4)+HCO2,706.56275,660.55725,402.30085,347.25975,301.25425,239.23755
Cer_AP(t19:0/23:0)+HCO2,728.64095,682.63545,424.37905,369.33795,323.33245,239.23755
Cer_AP(t19:0/23:1)+HCO2,726.62535,680.61985,422.36345,367.32235,321.31685,239.23755
Cer_AP(t19:0/23:2)+HCO2,724.60965,678.60415,420.34775,365.30665,319.30115,239.23755
Cer_AP(t19:0/23:3)+HCO2,722.59405,676.58855,418.33215,363.29105,317.28555,239.23755
Cer_AP(t19:0/23:4)+HCO2,720.57835,674.57285,416.31645,361.27535,315.26985,239.23755
Cer_AP(t19:0/24:0)+HCO2,742.65665,696.65115,438.39475,383.35365,337.34815,239.23755
Cer_AP(t19:0/24:1)+HCO2,740.64095,694.63545,436.37905,381.33795,335.33245,239.23755
Cer_AP(t19:0/24:2)+HCO2,738.62535,692.61985,434.36345,379.32235,333.31685,239.23755
Cer_AP(t19:0/24:3)+HCO2,736.60965,690.60415,432.34775,377.30665,331.30115,239.23755
Cer_AP(t19:0/24:4)+HCO2,734.59405,688.58855,430.33215,375.29105,329.28555,239.23755
Cer_AP(t19:0/25:0)+HCO2,756.67235,710.66685,452.41045,397.36925,351.36385,239.23755
Cer_AP(t19:0/25:1)+HCO2,754.65665,708.65115,450.39475,395.35365,349.34815,239.23755
Cer_AP(t19:0/25:2)+HCO2,752.64095,706.63545,448.37905,393.33795,347.33245,239.23755
Cer_AP(t19:0/25:3)+HCO2,750.62535,704.61985,446.36345,391.32235,345.31685,239.23755
Cer_AP(t19:0/25:4)+HCO2,748.60965,702.60415,444.34775,389.30665,343.30115,239.23755
Cer_AP(t19:0/26:0)+HCO2,770.68795,724.68245,466.42605,411.38495,365.37945,239.23755
Cer_AP(t19:0/26:1)+HCO2,768.67235,722.66685,464.41045,409.36925,363.36385,239.23755
Cer_AP(t19:0/26:2)+HCO2,766.65665,720.65115,462.39475,407.35365,361.34815,239.23755
Cer_AP(t19:0/26:3)+HCO2,764.64095,718.63545,460.37905,405.33795,359.33245,239.23755
Cer_AP(t19:0/26:4)+HCO2,762.62535,716.61985,458.36345,403.32235,357.31685,239.23755
Cer_AP(t19:0/27:0)+HCO2,784.70355,738.69815,480.44165,425.40055,379.39505,239.23755
Cer_AP(t19:0/27:1)+HCO2,782.68795,736.68245,478.42605,423.38495,377.37945,239.23755
Cer_AP(t19:0/27:2)+HCO2,780.67235,734.66685,476.41045,421.36925,375.36385,239.23755
Cer_AP(t19:0/27:3)+HCO2,778.65665,732.65115,474.39475,419.35365,373.34815,239.23755
Cer_AP(t19:0/27:4)+HCO2,776.64095,730.63545,472.37905,417.33795,371.33245,239.23755
Cer_AP(t19:0/28:0)+HCO2,798.71925,752.71375,494.45735,439.41625,393.41075,239.23755
Cer_AP(t19:0/28:1)+HCO2,796.70355,750.69815,492.44165,437.40055,391.39505,239.23755
Cer_AP(t19:0/28:2)+HCO2,794.68795,748.68245,490.42605,435.38495,389.37945,239.23755
Cer_AP(t19:0/28:3)+HCO2,792.67235,746.66685,488.41045,433.36925,387.36385,239.23755
Cer_AP(t19:0/28:4)+HCO2,790.65665,744.65115,486.39475,431.35365,385.34815,239.23755
Cer_AP(t19:0/29:0)+HCO2,812.73485,766.72945,508.47295,453.43185,407.42635,239.23755
Cer_AP(t19:0/29:1)+HCO2,810.71925,764.71375,506.45735,451.41625,405.41075,239.23755
Cer_AP(t19:0/29:2)+HCO2,808.70355,762.69815,504.44165,449.40055,403.39505,239.23755
Cer_AP(t19:0/29:3)+HCO2,806.68795,760.68245,502.42605,447.38495,401.37945,239.23755
Cer_AP(t19:0/29:4)+HCO2,804.67235,758.66685,500.41045,445.36925,399.36385,239.23755
Cer_AP(t19:0/30:0)+HCO2,826.75055,780.74505,522.48865,467.44755,421.44205,239.23755
Cer_AP(t19:0/30:1)+HCO2,824.73485,778.72945,520.47295,465.43185,419.42635,239.23755
Cer_AP(t19:0/30:2)+HCO2,822.71925,776.71375,518.45735,463.41625,417.41075,239.23755
Cer_AP(t19:0/30:3)+HCO2,820.70355,774.69815,516.44175,461.40055,415.39505,239.23755
Cer_AP(t19:0/30:4)+HCO2,818.68795,772.68245,514.42605,459.38495,413.37945,239.23755
Cer_AP(t19:0/31:0)+HCO2,840.76615,794.76065,536.50425,481.46315,435.45775,239.23755
Cer_AP(t19:0/31:1)+HCO2,838.75055,792.74505,534.48865,479.44755,433.44205,239.23755
Cer_AP(t19:0/31:2)+HCO2,836.73485,790.72945,532.47295,477.43185,431.42635,239.23755
Cer_AP(t19:0/31:3)+HCO2,834.71925,788.71375,530.45735,475.41625,429.41075,239.23755
Cer_AP(t19:0/31:4)+HCO2,832.70355,786.69815,528.44175,473.40055,427.39505,239.23755
Cer_AP(t19:0/32:0)+HCO2,854.78185,808.77635,550.51995,495.47885,449.47335,239.23755
Cer_AP(t19:0/32:1)+HCO2,852.76615,806.76065,548.50425,493.46315,447.45775,239.23755
Cer_AP(t19:0/32:2)+HCO2,850.75055,804.74505,546.48865,491.44755,445.44205,239.23755
Cer_AP(t19:0/32:3)+HCO2,848.73485,802.72945,544.47295,489.43185,443.42635,239.23755
Cer_AP(t19:0/32:4)+HCO2,846.71925,800.71375,542.45735,487.41625,441.41075,239.23755
Cer_AP(t19:0/33:0)+HCO2,868.79745,822.79195,564.53555,509.49445,463.48895,239.23755
Cer_AP(t19:0/33:1)+HCO2,866.78185,820.77635,562.51995,507.47885,461.47335,239.23755
Cer_AP(t19:0/33:2)+HCO2,864.76615,818.76065,560.50425,505.46315,459.45775,239.23755
Cer_AP(t19:0/33:3)+HCO2,862.75055,816.74505,558.48865,503.44755,457.44205,239.23755
Cer_AP(t19:0/33:4)+HCO2,860.73485,814.72945,556.47295,501.43185,455.42635,239.23755
Cer_AP(t19:0/34:0)+HCO2,882.81315,836.80765,578.55125,523.51015,477.50465,239.23755
Cer_AP(t19:0/34:1)+HCO2,880.79745,834.79195,576.53555,521.49455,475.48895,239.23755
Cer_AP(t19:0/34:2)+HCO2,878.78185,832.77635,574.51995,519.47885,473.47335,239.23755
Cer_AP(t19:0/34:3)+HCO2,876.76615,830.76065,572.50425,517.46315,471.45775,239.23755
Cer_AP(t19:0/34:4)+HCO2,874.75055,828.74505,570.48865,515.44755,469.44205,239.23755
Cer_AP(t19:0/35:0)+HCO2,896.82875,850.82335,592.56685,537.52575,491.52025,239.23755
Cer_AP(t19:0/35:1)+HCO2,894.81315,848.80765,590.55125,535.51015,489.50465,239.23755
Cer_AP(t19:0/35:2)+HCO2,892.79745,846.79195,588.53555,533.49455,487.48895,239.23755
Cer_AP(t19:0/35:3)+HCO2,890.78185,844.77635,586.51995,531.47885,485.47335,239.23755
Cer_AP(t19:0/35:4)+HCO2,888.76615,842.76065,584.50425,529.46315,483.45775,239.23755
Cer_AP(t19:0/36:0)+HCO2,910.84445,864.83895,606.58255,551.54145,505.53595,239.23755
Cer_AP(t19:0/36:1)+HCO2,908.82875,862.82335,604.56685,549.52575,503.52025,239.23755
Cer_AP(t19:0/36:2)+HCO2,906.81315,860.80765,602.55125,547.51015,501.50465,239.23755
Cer_AP(t19:0/36:3)+HCO2,904.79745,858.79195,600.53555,545.49455,499.48895,239.23755
Cer_AP(t19:0/36:4)+HCO2,902.78185,856.77635,598.51995,543.47885,497.47335,239.23755
Cer_AP(t20:0/14:0)+HCO2,616.51585,570.51035,298.23825,243.19715,197.19165,253.25315
Cer_AP(t20:0/14:1)+HCO2,614.50015,568.49465,296.22255,241.18145,195.17595,253.25315
Cer_AP(t20:0/14:2)+HCO2,612.48445,566.47905,294.20695,239.16585,193.16035,253.25315
Cer_AP(t20:0/14:3)+HCO2,610.46885,564.46335,292.19125,237.15015,191.14465,253.25315
Cer_AP(t20:0/15:0)+HCO2,630.53145,584.52595,312.25385,257.21275,211.20725,253.25315
Cer_AP(t20:0/15:1)+HCO2,628.51585,582.51035,310.23825,255.19715,209.19165,253.25315
Cer_AP(t20:0/15:2)+HCO2,626.50015,580.49465,308.22255,253.18145,207.17595,253.25315
Cer_AP(t20:0/15:3)+HCO2,624.48445,578.47905,306.20695,251.16585,205.16035,253.25315
Cer_AP(t20:0/16:0)+HCO2,644.54705,598.54165,326.26955,271.22845,225.22295,253.25315
Cer_AP(t20:0/16:1)+HCO2,642.53145,596.52595,324.25385,269.21275,223.20725,253.25315
Cer_AP(t20:0/16:2)+HCO2,640.51585,594.51035,322.23825,267.19715,221.19165,253.25315
Cer_AP(t20:0/16:3)+HCO2,638.50015,592.49465,320.22255,265.18145,219.17595,253.25315
Cer_AP(t20:0/16:4)+HCO2,636.48445,590.47905,318.20695,263.16585,217.16035,253.25315
Cer_AP(t20:0/17:0)+HCO2,658.56275,612.55725,340.28515,285.24405,239.23855,253.25315
Cer_AP(t20:0/17:1)+HCO2,656.54705,610.54165,338.26955,283.22845,237.22295,253.25315
Cer_AP(t20:0/17:2)+HCO2,654.53145,608.52595,336.25385,281.21275,235.20725,253.25315
Cer_AP(t20:0/17:3)+HCO2,652.51585,606.51035,334.23825,279.19715,233.19165,253.25315
Cer_AP(t20:0/18:0)+HCO2,672.57835,626.57285,354.30085,299.25975,253.25425,253.25315
Cer_AP(t20:0/18:1)+HCO2,670.56275,624.55725,352.28515,297.24405,251.23855,253.25315
Cer_AP(t20:0/18:2)+HCO2,668.54705,622.54165,350.26955,295.22845,249.22295,253.25315
Cer_AP(t20:0/18:3)+HCO2,666.53145,620.52595,348.25385,293.21275,247.20725,253.25315
Cer_AP(t20:0/18:4)+HCO2,664.51585,618.51035,346.23825,291.19715,245.19165,253.25315
Cer_AP(t20:0/19:0)+HCO2,686.59405,640.58855,368.31645,313.27535,267.26985,253.25315
Cer_AP(t20:0/19:1)+HCO2,684.57835,638.57285,366.30085,311.25975,265.25425,253.25315
Cer_AP(t20:0/19:2)+HCO2,682.56275,636.55725,364.28515,309.24405,263.23855,253.25315
Cer_AP(t20:0/19:3)+HCO2,680.54705,634.54165,362.26955,307.22845,261.22295,253.25315
Cer_AP(t20:0/19:4)+HCO2,678.53145,632.52595,360.25385,305.21275,259.20725,253.25315
Cer_AP(t20:0/20:0)+HCO2,700.60965,654.60415,382.33215,327.29105,281.28555,253.25315
Cer_AP(t20:0/20:1)+HCO2,698.59405,652.58855,380.31645,325.27535,279.26985,253.25315
Cer_AP(t20:0/20:2)+HCO2,696.57835,650.57285,378.30085,323.25975,277.25425,253.25315
Cer_AP(t20:0/20:3)+HCO2,694.56275,648.55725,376.28515,321.24405,275.23855,253.25315
Cer_AP(t20:0/20:4)+HCO2,692.54705,646.54165,374.26955,319.22845,273.22295,253.25315
Cer_AP(t20:0/21:0)+HCO2,714.62535,668.61985,396.34775,341.30665,295.30115,253.25315
Cer_AP(t20:0/21:1)+HCO2,712.60965,666.60415,394.33215,339.29105,293.28555,253.25315
Cer_AP(t20:0/21:2)+HCO2,710.59405,664.58855,392.31645,337.27535,291.26985,253.25315
Cer_AP(t20:0/21:3)+HCO2,708.57835,662.57285,390.30085,335.25975,289.25425,253.25315
Cer_AP(t20:0/21:4)+HCO2,706.56275,660.55725,388.28515,333.24405,287.23855,253.25315
Cer_AP(t20:0/22:0)+HCO2,728.64095,682.63545,410.36345,355.32235,309.31685,253.25315
Cer_AP(t20:0/22:1)+HCO2,726.62535,680.61985,408.34775,353.30665,307.30115,253.25315
Cer_AP(t20:0/22:2)+HCO2,724.60965,678.60415,406.33215,351.29105,305.28555,253.25315
Cer_AP(t20:0/22:3)+HCO2,722.59405,676.58855,404.31645,349.27535,303.26985,253.25315
Cer_AP(t20:0/22:4)+HCO2,720.57835,674.57285,402.30085,347.25975,301.25425,253.25315
Cer_AP(t20:0/23:0)+HCO2,742.65665,696.65115,424.37905,369.33795,323.33245,253.25315
Cer_AP(t20:0/23:1)+HCO2,740.64095,694.63545,422.36345,367.32235,321.31685,253.25315
Cer_AP(t20:0/23:2)+HCO2,738.62535,692.61985,420.34775,365.30665,319.30115,253.25315
Cer_AP(t20:0/23:3)+HCO2,736.60965,690.60415,418.33215,363.29105,317.28555,253.25315
Cer_AP(t20:0/23:4)+HCO2,734.59405,688.58855,416.31645,361.27535,315.26985,253.25315
Cer_AP(t20:0/24:0)+HCO2,756.67235,710.66685,438.39475,383.35365,337.34815,253.25315
Cer_AP(t20:0/24:1)+HCO2,754.65665,708.65115,436.37905,381.33795,335.33245,253.25315
Cer_AP(t20:0/24:2)+HCO2,752.64095,706.63545,434.36345,379.32235,333.31685,253.25315
Cer_AP(t20:0/24:3)+HCO2,750.62535,704.61985,432.34775,377.30665,331.30115,253.25315
Cer_AP(t20:0/24:4)+HCO2,748.60965,702.60415,430.33215,375.29105,329.28555,253.25315
Cer_AP(t20:0/25:0)+HCO2,770.68795,724.68245,452.41045,397.36925,351.36385,253.25315
Cer_AP(t20:0/25:1)+HCO2,768.67235,722.66685,450.39475,395.35365,349.34815,253.25315
Cer_AP(t20:0/25:2)+HCO2,766.65665,720.65115,448.37905,393.33795,347.33245,253.25315
Cer_AP(t20:0/25:3)+HCO2,764.64095,718.63545,446.36345,391.32235,345.31685,253.25315
Cer_AP(t20:0/25:4)+HCO2,762.62535,716.61985,444.34775,389.30665,343.30115,253.25315
Cer_AP(t20:0/26:0)+HCO2,784.70355,738.69815,466.42605,411.38495,365.37945,253.25315
Cer_AP(t20:0/26:1)+HCO2,782.68795,736.68245,464.41045,409.36925,363.36385,253.25315
Cer_AP(t20:0/26:2)+HCO2,780.67235,734.66685,462.39475,407.35365,361.34815,253.25315
Cer_AP(t20:0/26:3)+HCO2,778.65665,732.65115,460.37905,405.33795,359.33245,253.25315
Cer_AP(t20:0/26:4)+HCO2,776.64095,730.63545,458.36345,403.32235,357.31685,253.25315
Cer_AP(t20:0/27:0)+HCO2,798.71925,752.71375,480.44165,425.40055,379.39505,253.25315
Cer_AP(t20:0/27:1)+HCO2,796.70355,750.69815,478.42605,423.38495,377.37945,253.25315
Cer_AP(t20:0/27:2)+HCO2,794.68795,748.68245,476.41045,421.36925,375.36385,253.25315
Cer_AP(t20:0/27:3)+HCO2,792.67235,746.66685,474.39475,419.35365,373.34815,253.25315
Cer_AP(t20:0/27:4)+HCO2,790.65665,744.65115,472.37905,417.33795,371.33245,253.25315
Cer_AP(t20:0/28:0)+HCO2,812.73485,766.72945,494.45735,439.41625,393.41075,253.25315
Cer_AP(t20:0/28:1)+HCO2,810.71925,764.71375,492.44165,437.40055,391.39505,253.25315
Cer_AP(t20:0/28:2)+HCO2,808.70355,762.69815,490.42605,435.38495,389.37945,253.25315
Cer_AP(t20:0/28:3)+HCO2,806.68795,760.68245,488.41045,433.36925,387.36385,253.25315
Cer_AP(t20:0/28:4)+HCO2,804.67235,758.66685,486.39475,431.35365,385.34815,253.25315
Cer_AP(t20:0/29:0)+HCO2,826.75055,780.74505,508.47295,453.43185,407.42635,253.25315
Cer_AP(t20:0/29:1)+HCO2,824.73485,778.72945,506.45735,451.41625,405.41075,253.25315
Cer_AP(t20:0/29:2)+HCO2,822.71925,776.71375,504.44165,449.40055,403.39505,253.25315
Cer_AP(t20:0/29:3)+HCO2,820.70355,774.69815,502.42605,447.38495,401.37945,253.25315
Cer_AP(t20:0/29:4)+HCO2,818.68795,772.68245,500.41045,445.36925,399.36385,253.25315
Cer_AP(t20:0/30:0)+HCO2,840.76615,794.76065,522.48865,467.44755,421.44205,253.25315
Cer_AP(t20:0/30:1)+HCO2,838.75055,792.74505,520.47295,465.43185,419.42635,253.25315
Cer_AP(t20:0/30:2)+HCO2,836.73485,790.72945,518.45735,463.41625,417.41075,253.25315
